node,relation_nodes 
4725714977,"1616376752,4725714488,5682917237,5682929924,5682958036,5682937480,5682942216,5682942328,1616376155,1616376157,1616375915,1616376014,1616376052,1616376061,1616376050,5682978488,5683135635,5683151319,5683181057,1616376045,1616376082,5683184974,5683189259,5683189260,5683189293,5683203352,5683212486,5683232608,5752974379,5706456689,5682947879,5721098971,5721098975,5721098996,5721099013,5721100725,5721100743,5726554274,5772535689,6306827537,6150078639,6150200430,1616376743,5682957110,5683208823,1616375667"
4725714947,"4725714907,4725714794,5683231729,5790581943,5683196705,4725714964,5683214592"
4725714794,"4725714947,4725714488,4725714454,4725714472,5683208657,4725714984,5682980888,5682988402,5683150040,5683161567,5682980849,6151350048,5683196667,5683196719,5683214280,5683214288,5683214560,5683209715,5683230493,5683230513,5683230854,5682980859,6151350061,6159154265,5790581943,5683196705,4725714964,5683214592"
4725714488,"4725714977,4725714454,4725715189,4725714794,5683179314,4725714472,5683208657,4725714984,5682980888,5682988402,4725715099,5683150040,5683161567,5682980849,6151350048,5683196667,5683196651,5683196719,5683208823,5683214280,5683214288,5683214560,5683209715,5683230493,5683230513,5683230854,5682980859,6151350061,6159154265"
4725714454,"4725714488,5682974650,4725714794,5683179314,4725714472,5683208657,4725714984,5682980888,5682988402,5683150040,5683161567,5682980849,6151350048,5683196667,5683196651,5683196719,5683214280,5683214288,5683214560,5683209715,5683230493,5683230513,5683230854,5682980859,6151350061,6159154265"
4726139050,1538336976
1538336976,"1538332624,4726139050,5007972242,1538332601,1538332723"
1538334978,"1860532840,5007972242,1538333259,1538336705,1538334487,1538333071,1538337456,1914678339,1538334078"
1538333259,"1538334978,1538334487,1538333071,1914678339,1538334078"
1616378879,"1616383366,1616378326,4088074844,5952238056,1616378424,5952281335,5952308394,6149925530,6150688546,6149925538,1616379076,6150688370,6150688517,6296354218"
1616383366,"1616378879,6149925530,6149925538,1616379076,6150688517"
4740915125,"1884243833,1884243621,4740915147,4740915148,4740915154,4740915159,5023298365,6157967872,5023298351"
4740915147,"4740915125,4740915153,4740915150,4740915148"
4740915148,"1884243833,1884243621,4740915153,4740915125,4740915154,4740915159,5023298365,6157967872,5023298351,4740915147,4740915150"
4740915153,"4740915148,4740915147,4740915150"
4740915154,"1884243833,1884243621,4740915158,4740915125,4740915148,4740915159,5023298365,6157967872,5023298351"
4740915158,4740915154
4740915159,"1884243833,1884243621,4740915163,4740915125,4740915148,4740915154,5023298365,6157967872,5023298351"
4740915163,4740915159
4740915652,"4740915643,4456929651,4740915653"
4740915653,"4740915652,4740915150"
4740915643,"4456929617,4456929651,4740915659,4456929637,4456929673,4740915652"
4740915659,4740915643
4740915653,"4740915652,4740915150"
4740915150,"4740915153,4740915653,4740915147,4740915148"
4293654542,"4293655040,4293653780"
4293653780,"4293654345,4293654542,4293653721"
4770171729,"4770171673,4792311169,4770171719,4770171727"
4770171673,4770171729
4770171711,"4770171738,4770171718,4770171703,4770171701"
4770171738,4770171711
4770171675,4770171680
4770171680,"4770171675,4792311169,4790589703"
4770171729,"4770171673,4792311169,4770171719,4770171727"
4792311169,"4770171729,4770171680,4770171683,6524701269"
4770171701,"4770171699,4770171718,4770171703,4770171711"
4770171699,4770171701
4770171718,"4770171703,4770171711,4770171701"
4770171703,"4770171718,4770171711,4770171701"
4770171719,4770171729
4770171719,4770171729
4770679011,"1334349860,1334349876,1334101556,1334349913"
1334101556,"3507072338,4770679011,4770677796,1334101720,3507044576,3507047146,3507072340,3507072339,3507076017,4088206273,3507057569,6506777052"
4779272265,"1726781754,4779272268,1726781737,420266787,2174686265"
4779272268,4779272265
1726781754,"420266782,420266791,420266744,420266068,1726781737,420266787,2092582356,2174686265,1726781733,4779272265,5446967790,420266780"
420266744,"471244511,420266795,1726781754,420266461,420266068,420266740,420266328,2092582356,2173660884,2173660747,2173660741,2175276437,2178059324,2178059176,2181321145,1736755339,420266742,5446967790,5446967791,420266543,420266780,6157816073,6157816066,6157820318"
420266502,"3226990411,470538283,2999211801,2999211779,5446839001"
470538283,"2987273573,420266502,2999211779,5446839001"
4779885633,"4779885623,4779885669,4786988699"
4779885623,4779885633
4781661381,"4781661382,4781661391"
4781661382,"4781661381,4779885628"
4779885632,"4781661380,4779885734,4779885718,4779885725,4779885727,4779885721,4779885694,4779885702,4779885731,4779885703,4779885719,4779885720,4781661376,4779885732,4779885631"
4781661380,"4779885632,4781661383,4779885631"
4779885633,"4779885623,4779885669,4786988699"
4779885669,"4779885633,4781661345,4779885643,4779885662,4786988699,4779885660,4779885667,4779885664"
4779885635,"4779885634,4779885638"
4779885634,"4779885635,4779885644"
4779885638,"4779885635,4779885637"
4779885635,"4779885634,4779885638"
4779885638,"4779885635,4779885637"
4779885637,"4779885638,4779885727,4779885721,4779885680,4779885672,4779885690"
4779885643,"4779885642,4779885669,4781661345,4779885662,4779885660,4779885667,4779885664"
4779885642,4779885643
4779885634,"4779885635,4779885644"
4779885644,4779885634
4779885669,"4779885633,4781661345,4779885643,4779885662,4786988699,4779885660,4779885667,4779885664"
4781661345,"4779885669,4781661340,4781661344,4779885643,4779885662,4779885660,4779885667,4779885664"
4779885671,"4779885725,4779885680,4779885672,4781661397"
4779885725,"4779885671,4779885734,4779885718,4779885632,4779885727,4779885721,4779885694,4779885702,4779885731,4779885703,4779885719,4779885720,4781661376,4779885732"
4779885680,"4779885727,4779885721,4779885637,4779885690,4779885671,4781661397"
4779885672,"4779885727,4779885721,4779885637,4779885690,4779885671,4781661397"
4779885727,"4779885734,4779885718,4779885632,4779885725,4779885694,4779885702,4779885731,4779885703,4779885719,4779885720,4781661376,4779885732,4779885637,4779885680,4779885672,4779885690"
4779885721,"4779885734,4779885718,4779885632,4779885725,4779885694,4779885702,4779885731,4779885703,4779885719,4779885720,4781661376,4779885732,4779885637,4779885680,4779885672,4779885690"
4779886040,"4779886039,4779885700"
4779886039,"4779886040,4779885694"
4779885694,"4779886039,4779885734,4779885718,4779885632,4779885725,4779885727,4779885721,4779885702,4779885731,4779885703,4779885719,4779885720,4781661376,4779885732"
4779886039,"4779886040,4779885694"
4779885702,"4779885734,4779885718,4779885632,4779885725,4779885727,4779885721,4779885694,4779885703,4779885719,4779885720,4781661376,4779885732,4779885700,4781661378"
4779885731,"4779885734,4779885718,4779885632,4779885725,4779885727,4779885721,4779885694,4779885703,4779885719,4779885720,4781661376,4779885732,4779885700,4781661378"
4779885706,"4779885703,4779885946"
4779885703,"4779885706,4779885734,4779885718,4779885632,4779885725,4779885727,4779885721,4779885694,4779885702,4779885731,4779885719,4779885720,4781661376,4779885732"
4779885719,"4781661374,4779885734,4779885718,4779885632,4779885725,4779885727,4779885721,4779885694,4779885702,4779885731,4779885703,4779885720,4781661376,4779885732"
4781661374,"4779885719,4779885946"
4779885734,"4779885718,4779885632,4779885725,4779885727,4779885721,4779885694,4779885702,4779885731,4779885703,4779885719,4779885720,4781661376,4779885732"
4779885718,"4779885734,4779885632,4779885725,4779885727,4779885721,4779885694,4779885702,4779885731,4779885703,4779885719,4779885720,4781661376,4779885732"
4779885736,"4779885735,4779885737"
4779885735,"4779885736,4779885740,4779885741,4779885737"
4779885739,"4779885737,6521315262"
4779885737,"4779885736,4779885735,4779885739,6521315262"
4779885743,"4779885740,4781661343"
4779885740,"4779885743,4779885741,4779885735"
4779885741,"4779885744,4779885740,4779885735"
4779885744,4779885741
4779885740,"4779885743,4779885741,4779885735"
4779885741,"4779885744,4779885740,4779885735"
4779885746,
4779885747,
4779885753,"4779885752,4779885754"
4779885752,4779885753
4779885754,"4779885753,6521315259"
4779885753,"4779885752,4779885754"
4779885747,
4781661348,4781661340
4779885789,"6521315257,1759885399,4779885754,1333730465,1334101496,1334352277,345351431,1036552727,4792330101,4792330102,4797076555,4797759987,4797760739,4797760746,6150950402,6157808486,6157808489,6157808493,1334101590,6157962753,6157962739,6157962758,6157962760,6157962911,6157962900,6514049343,6514049345,6514066701,6514066707,6521099194,6521099203,6521315261,6521315263,6521358791,6521705572,6521757722,6521745159,6538608328"
4779885754,"4779885753,6521315259"
4779885946,"4779885720,4779885947,4779885706,4781661374,4781661362,4781661373"
4779885720,"4779885734,4779885718,4779885946,4779885632,4779885725,4779885727,4779885721,4779885694,4779885702,4779885731,4779885703,4779885719,4781661376,4779885732"
4779885947,4779885946
4779885946,"4779885720,4779885947,4779885706,4781661374,4781661362,4781661373"
4779885700,"4779885702,4779885731,4779886040,4781661378"
4779886040,"4779886039,4779885700"
4781661348,4781661340
4779885746,
4781661348,4781661340
4781661340,"4781661348,4781661344,4781661345"
4781661344,"4781661343,4781661340,4781661345"
4781661343,"4781661344,4779885743"
4781661343,"4781661344,4779885743"
4779885743,"4779885740,4781661343"
4781661340,"4781661348,4781661344,4781661345"
4781661344,"4781661343,4781661340,4781661345"
4781661362,4779885946
4781661373,4779885946
4781661373,4779885946
4781661362,4779885946
4781661376,"4779885734,4779885718,4781661375,4779885632,4779885725,4779885727,4779885721,4779885694,4779885702,4779885731,4779885703,4779885719,4779885720,4779885732"
4781661375,4781661376
4779885732,"4779885734,4779885718,4779885632,4779885725,4779885727,4779885721,4779885694,4779885702,4779885731,4779885703,4779885719,4779885720,4781661376"
4781661378,"4779885702,4779885731,4779885700"
4781661380,"4779885632,4781661383,4779885631"
4781661383,"4781661380,4779885781,4779885628"
4781661391,"4781661381,4779885631"
4781661381,"4781661382,4781661391"
4781661382,"4781661381,4779885628"
4779885628,"4781661382,4781661383,4779885781"
4781661383,"4781661380,4779885781,4779885628"
4779885781,"4781661383,4779885628"
4779885631,"4779885632,4781661380,4781661391"
4781661391,"4781661381,4779885631"
4781661397,"4779885680,4779885672,4781661396,4779885671"
4781661396,4781661397
4779885662,"4779885669,4781661345,4779885643,4779885660,4779885667,4779885664"
4779885690,"4779885727,4779885721,4779885637,4779885680,4779885672"
4786988700,4786988699
4786988699,"4779885633,4779885669,4786988700"
4770171683,4792311169
4779885660,"4779885669,4781661345,4779885643,4779885662,4779885667,4779885664"
4790589703,"4770171680,4790589704"
4770171680,"4770171675,4792311169,4790589703"
4790589704,"4790589703,4779885664,4790589705"
4790589703,"4770171680,4790589704"
4790589705,"4779885667,4790589704,4779885664"
4779885667,"4779885669,4781661345,4790589705,4779885643,4779885662,4779885660,4779885664"
4779885664,"4779885669,4781661345,4790589704,4779885643,4779885662,4779885660,4779885667,4790589705"
4790589704,"4790589703,4779885664,4790589705"
4791168346,
3070108203,"6509841533,420248635"
4791289945,"3070253086,4791289947,6054081174,4791289952,6054081168,6054081171,1334169994,4791289946,1334170202"
4791289947,"6053920451,4791289978,4791289945,4791289946"
4791289946,"4791289947,4791289951,4791289950,4791289945"
4791289951,"4791289946,3787111352,4791289954,4791289964,4791289965,1334170264,4791290010,4791289952,4791289950"
4791289952,"3070253086,6054081174,4791289945,6054081168,6054081171,1334169994,3787111352,4791289951,4791289954,4791289964,4791289965,1334170264,4791290010,1334170202"
3787111342,
4791289954,"4791289956,3787111352,4791289951,4791289964,4791289965,1334170264,4791290010,4791289952"
4791289956,4791289954
4791289957,"4791289961,1334169796,4791290006,4791289958,4791289994,1334169740"
4791289961,"4791289957,4791289958,4791289994"
4791289958,"4791289957,4791289961,4791289994"
4791289964,"3787111352,4791289951,4791289954,4791289965,1334170264,4791290010,4791289952"
4791289965,"4791289968,3787111352,4791289951,4791289954,4791289964,1334170264,4791290010,4791289952"
4791289968,4791289965
4791289969,"1334169796,1334169975,4791289970,4791289971,4791289986,4791289992,6532462447,6532462451"
4791289970,4791289969
4791289971,"1334169796,1334169975,4791289969,4791289986,4791289992,6532462447,6532462451,4791289991,4791290003"
4791289976,"3787112164,6548295045,4791290003,3787111337"
3787112164,"3787111337,3787112165,4791289978,4791289976,3787112163,6548295045"
4791289978,"6053920451,3787112164,1334169994,4791289947"
6548310118,"1334169981,4791289980,1333246172,1333246023,3070253086,1334170262,1333246121,2996178190,3787112165,6053920454,6053920467,6548295046,1261738236"
4791289980,"6548310118,1334169975,4791290013,3787111354,4791289982"
2991816766,"2991183845,2991183825"
4791289981,1334169975
4791289981,1334169975
1334169975,"1334169796,4791290013,4791289981,3787111354,4791289969,4791289971,4791289980,4791289986,4791289992,4791289982,6532462447,6532462451"
1334170337,"1334169793,2991183845,2991183825,1334172024,2991816763"
4791289983,4791289985
4791289986,"1334169796,1334169975,4791289988,4791289969,4791289971,4791289992,6532462447,6532462451"
4791289988,4791289986
3787112163,"3787112164,6548295045,3787111337"
4791289991,"4791290003,4791289971"
4791289992,"1334169796,1334169975,4791289969,4791289971,4791289986,6532462447,6532462451"
4791289994,"4791289957,4791289961,4791289958"
4791289982,"1334169975,4791289996,4791290013,3787111354,4791289980"
4791289996,"4791289982,6553651357"
4791289997,"3787111349,4791290000,3787111346"
4791290000,4791289997
1334170264,"4791290002,3787111352,4791289951,4791289954,4791289964,4791289965,4791290010,4791289952"
4791290002,1334170264
4791290003,"4791290005,4791289991,4791289971,4791289976"
4791290005,4791290003
4791290006,"4791290009,1334169796,4791289957,1334169740"
4791290009,4791290006
4791290010,"4791290011,3787111352,4791289951,4791289954,4791289964,4791289965,1334170264,4791289952"
4791290011,4791290010
1333762799,"4791333330,1333762616,4791333340,1333762465,1333763074,1333763200"
4791333330,"2990909293,1333762799,1333730538,1333698923,1333762805,4791333331,1334101445,1333698759"
1333762616,"4791333340,1333762834,1333762465,1333763074,1333763200,1333762799,3502605293,3502605294"
4791333340,"1333762616,1333762465,1333763074,1333763200,1333762799,3502605293,3502605294"
4791333341,"4791333344,3502605293,4791333342,4791333343,6521381907"
4791333344,"4791333341,4791333342,4791333343"
4791333345,"4791333341,4791333347"
4791333347,"4791333345,4791333343,4791333350"
4791333349,"4791333342,4059538589,1759885584,4059538613,4791333351,6509417495,4791333348"
4791333342,"4791333341,4791333344,4791333349,4791333343,4791333348"
4791333343,"4791333341,4791333344,4791333342,4791333347"
4791333350,"4791333348,1333698589,3761499974,4791333352,4791333347,4791411522"
4791333352,"4791333348,4791333351,1333698589,3761499974,4791333350,4791411522"
4791333351,"4791333352,4059538589,1759885584,4059538613,4791333349,6509417495"
4791333355,"3761499981,3761499982,4791333356"
4791333356,"1333698682,1333698951,4791333355,1333698632,1333698842,1333730635,1333699165,1333762638,1333762858,3500711466,4791411522,3761499980,4791411523,4791411537,4791411560,6148933231,6148933240,1333698866"
4791333357,"1333699168,1333698589,4791333358,3761499855,3761499959,4791333359,4791333363,6571127886,6571127889,6571127892,6571127895,6571112146"
4791333358,4791333357
4791333359,"1333699168,1333698589,4791333362,3761499855,3761499959,4791333357,4791333363,6571127886,6571127889,6571127892,6571127895,6571112146"
4791333362,4791333359
4791333363,"1333699168,1333698589,3761499969,3761499855,3761499959,4791333357,4791333359,6571127886,6571127889,6571127892,6571127895,6571112146"
3761499969,"3761499961,4791333363"
4791411523,"1333698682,1333698951,1333698632,1333698842,1333730635,1333699165,1333762638,1333762858,3500711466,4791411522,3761499980,4791333356,4791411537,4791411560,6148933231,6148933240,1333698866,4791411529"
4791411528,"1333698673,1333698920,1333698806,1333730171,4791411529"
4791411529,"4791411530,4791411523,4791411528"
4791411530,"4791411529,4791411533"
4791411530,"4791411529,4791411533"
4791411533,4791411530
4791411534,"6506591960,1759733843,4791411535,1333767447,1333730085,6149152928,1333762594,1759885652,3765412831,4025116296,1333698720,6506774289"
4791411535,4791411534
1333698720,"6506591960,1759733843,4791411536,1333767447,1333730085,6149152928,1333762594,1759885652,3765412831,4025116296,4791411534,6506774289"
4791411536,1333698720
4791411537,"1333698682,1333698951,4791411538,1333698632,1333698842,1333730635,1333699165,1333762638,1333762858,3500711466,4791411522,3761499980,4791333356,4791411523,4791411560,6148933231,6148933240,1333698866"
4791411538,"4791411537,6148933235"
4791411539,"1333730632,1333698682,4791411540,4791411561"
4791411540,"4791411539,4791479023,4791411544,4791479027,4791479035"
4791411545,"4791411548,4791411547"
4791411548,"3500711466,4791411545,3501190121,3502602224,3753027183,3753030134,3753032325,4062761274,4791411549,4791411552,4791411555,4791411556,6148933220,4791411547"
4791411549,"3500711466,4791411551,3501190121,3502602224,3753027183,3753030134,3753032325,4062761274,4791411548,4791411552,4791411555,4791411556,6148933220"
4791411551,"4791411549,3787157017,4791411560,3787157024"
4791411552,"3500711466,4791411553,3501190121,3502602224,3753027183,3753030134,3753032325,4062761274,4791411548,4791411549,4791411555,4791411556,6148933220"
4791411553,4791411552
3761499847,"4791479026,4791411555,3761499846,3761499848"
4791411555,"3500711466,3761499847,3501190121,3502602224,3753027183,3753030134,3753032325,4062761274,4791411548,4791411549,4791411552,4791411556,6148933220"
4791411556,"3500711466,4791411558,3501190121,3502602224,3753027183,3753030134,3753032325,4062761274,4791411548,4791411549,4791411552,4791411555,6148933220"
4791411558,4791411556
4791411560,"1333698682,1333698951,1333698632,1333698842,1333730635,1333699165,1333762638,1333762858,3500711466,4791411522,3761499980,4791333356,4791411523,4791411537,6148933231,6148933240,1333698866,3787157017,4791411551"
3787157024,"4791411547,4791411563,3787157017,4791411551,3787157018"
4791411561,"1333730632,1333698682,4791411562,4791411539"
4791411562,4791411561
4791411563,"4791411547,3787157024,3787157018"
4791475020,"1333730155,1333730565,3761499849"
1333730258,"6324812821,3755514446,4791411566"
4791411566,"1333730258,4791411567"
4791411567,4791411566
1334305659,"6506591960,1759733843,6324812819"
4791411540,"4791411539,4791479023,4791411544,4791479027,4791479035"
4791479023,"4791411540,4791479024"
4791479027,"4791479029,4791411540,4791411544,4791479035"
4791479029,4791479027
4791479030,"4791411544,4791479024"
4791479024,"4791479030,4791479023"
4791479035,"4791479036,4791411540,4791411544,4791479027"
4791479036,4791479035
4770171719,4770171729
4770171729,"4770171673,4792311169,4770171719,4770171727"
4792311154,4792311153
4792311153,4792311154
4792311169,"4770171729,4770171680,4770171683,6524701269"
4792311169,"4770171729,4770171680,4770171683,6524701269"
4792311179,4792311171
4792311171,4792311179
4792311187,
4792311187,
4792330100,"4792330101,4792330099"
4792330099,"4792330100,4792330102"
4792330099,"4792330100,4792330102"
4792330102,"6521315257,1759885399,4792330099,1333730465,1334101496,1334352277,345351431,1036552727,4792330101,4779885789,4797076555,4797759987,4797760739,4797760746,6150950402,6157808486,6157808489,6157808493,1334101590,6157962753,6157962739,6157962758,6157962760,6157962911,6157962900,6514049343,6514049345,6514066701,6514066707,6521099194,6521099203,6521315261,6521315263,6521358791,6521705572,6521757722,6521745159,6538608328"
4792757806,"1538331692,4792758050,4792757789,4792757801"
4792757789,"4792757806,4792757801"
4792757801,"4792757806,4792757789,1538331582"
1538331582,"1538331692,4792757801,1538331621,1538331634,1538331554"
4792757815,4792757814
4792757814,4792757815
4792757817,4792757816
4792757816,4792757817
4792757819,4792757818
4792757818,4792757819
4792757820,4792758021
4792758021,4792757820
4792758022,4792758023
4792758023,4792758022
4792758024,4792758025
4792758025,4792758024
4792758027,4792758026
4792758026,4792758027
4792758028,4792758029
4792758029,4792758028
1538331621,"1538331692,3110591695,1538331582,1538331634,1538331554"
3110591695,1538331621
4792758039,"1538331634,4792758043"
1538331634,"1538331692,4792758039,1538331582,1538331621,1538331554"
4792758043,4792758039
4792758039,"1538331634,4792758043"
4792758050,"1538331692,4792758051,4792757806"
4792758051,4792758050
4797076549,"4797076548,4797076585,4797076566,4797076568"
4797076548,4797076549
4797076583,4797076555
4797076555,"6521315257,1759885399,4797076583,1333730465,1334101496,1334352277,345351431,1036552727,4792330101,4779885789,4792330102,4797759987,4797760739,4797760746,6150950402,6157808486,6157808489,6157808493,1334101590,6157962753,6157962739,6157962758,6157962760,6157962911,6157962900,6514049343,6514049345,6514066701,6514066707,6521099194,6521099203,6521315261,6521315263,6521358791,6521705572,6521757722,6521745159,6538608328"
4797076584,4797076565
4797076565,4797076584
4797076566,"4797076569,4797076549,4797076568,4797076611,6157808492,4797076590,4797076589"
4797076569,4797076566
4797076568,"4797076567,4797076549,4797076566,4797076611,6157808492,4797076590,4797076589"
4797076567,4797076568
4797076585,"4797076611,4797076549,4797076590,4797076589,6157808492"
4797076585,"4797076611,4797076549,4797076590,4797076589,6157808492"
4797076590,"4797076585,4797076566,4797076568"
4797076589,"4797076585,4797076566,4797076568"
4797076611,"4797076585,4797076566,4797076568"
4797076585,"4797076611,4797076549,4797076590,4797076589,6157808492"
4797076600,"4797076601,4797076613"
4797076601,4797076600
4797076613,"345351408,4797076548,4797076611,6157793166,6521099191,4797076602"
345351408,"6521315257,1759885399,6532779918"
4797759962,"6567911205,1334101461,6509731729,3507026354,1333762588,1333762877,1334101550,1334101510,1334101539,1334101586,3503688711,4797759964,4797759967,4797759970,4797760003,6149210603,6149210605,6157808502,6157808510,6157808555,6157808562,1334101617,6568642279,6568744138,6568744142,1334101412"
6509731729,"4797759962,4797759975,4797759966,1334101412,4797759974"
4797759964,"6567911205,1334101461,4797759966,3507026354,1333762588,1333762877,1334101550,1334101510,1334101539,1334101586,3503688711,4797759962,4797759967,4797759970,4797760003,6149210603,6149210605,6157808502,6157808510,6157808555,6157808562,1334101617,6568642279,6568744138,6568744142"
4797759966,"4797759964,4797759975,6509731729,4797759974"
4797759967,"6567911205,1334101461,4797759969,3507026354,1333762588,1333762877,1334101550,1334101510,1334101539,1334101586,3503688711,4797759962,4797759964,4797759970,4797760003,6149210603,6149210605,6157808502,6157808510,6157808555,6157808562,1334101617,6568642279,6568744138,6568744142,4797759974,4797759976,4797759979"
4797759969,"4797759967,4797759974,4797759976,4797759979"
4797759970,"6567911205,1334101461,3507026354,1333762588,1333762877,1334101550,1334101510,1334101539,1334101586,3503688711,4797759962,4797759964,4797759967,4797760003,6149210603,6149210605,6157808502,6157808510,6157808555,6157808562,1334101617,6568642279,6568744138,6568744142,4797759977,4797759978"
4797759973,"1333762732,4076699801,1333763164,1333763050,1333762685,3503688697,3507028381,3507030894,3507035110,3507036111,3507036424,3507037901,3507037777,4797760002,3507037269,1333762486,6514241204,4797759977,4797759978"
4797759974,"4797759969,4797759975,4797759976,4797759979,6509731729,4797759966,4797759967"
4797759975,"4797759974,6509731729,4797759966"
4797759976,"4797759969,4797759974,4797759979,4797759967"
4797759977,"4797759978,4797759970,4797759973"
4797759978,"4797759977,4797759970,4797759973"
4797759979,"4797759969,4797759974,4797759976,4797759967"
4797759980,"1333730628,4797759981,6326609813,1334101586"
4797759981,"4797759980,1334101727,1334101486,6157808503,6326619901,1334101590,6157808555"
6525042111,"1334101607,1334101614,1334101479,1334101451"
4797759982,"1334101537,1333730628,3507119532,4797759995,1334101451"
4797759986,"4797759987,1333730628,6518635408,6326619901"
4797759987,"6521315257,1759885399,4797759986,1333730465,1334101496,1334352277,345351431,1036552727,4792330101,4779885789,4792330102,4797076555,4797760739,4797760746,6150950402,6157808486,6157808489,6157808493,1334101590,6157962753,6157962739,6157962758,6157962760,6157962911,6157962900,6514049343,6514049345,6514066701,6514066707,6521099194,6521099203,6521315261,6521315263,6521358791,6521705572,6521757722,6521745159,6538608328"
4797759990,"4797759993,1759733776,1334101612,4797759992,4797760015"
4797759993,"1334101759,1334101643,4797759990,4797760019,4797759992"
4797759992,"4797759990,4797759993"
4797759994,"1334101612,1334101759,4797760724,1334101402,1334101549"
4797759995,"1334101537,1333730628,3507119532,4797759982,6518735026"
4797759996,"1334101766,1334101572,4797759997,4797760000,6518735026"
4797759997,"1334101766,1334101572,4797759999,4797759996,4797760000"
4797759999,4797759997
4797760000,"1334101766,1334101572,4797760001,4797759996,4797759997"
4797760001,4797760000
4797760002,"1333762732,4076699801,1333763164,1333763050,1333762685,3503688697,3507028381,3507030894,3507035110,3507036111,3507036424,3507037901,3507037777,4797759973,3507037269,1333762486,6514241204,4797760004"
4797760003,"6567911205,1334101461,3507026354,1333762588,1333762877,1334101550,1334101510,1334101539,1334101586,3503688711,4797759962,4797759964,4797759967,4797759970,6149210603,6149210605,6157808502,6157808510,6157808555,6157808562,1334101617,6568642279,6568744138,6568744142,4797760004"
4797760004,"4797760005,4797760002,4797760003"
4797760005,4797760004
4797760006,"6558561545,1334101766,1334101467,1334101512,1334101407,6561258996,1334101501,1334101714,1333730465"
1334101766,"1334101572,4797760006,4797759996,4797759997,4797760000"
4797760010,"4797760011,4797760009"
4797760011,"4797760010,4797760009"
4797760012,"1334101529,1334101665,1334101545,4797760721,1334101467"
1334101665,"4797760012,1334101490,1334101605"
1759733776,"1036552727,4797760015,1333730628,1334101612,4797759990"
4797760015,"4797760016,1759733776,1334101612,4797759990,3507119532"
4797760019,"1334101759,1334101643,4797760020,4797759993"
4797760020,4797760019
4797760721,"1334101529,1334101545,4797760012,1334101467"
4797760724,"1334101612,1334101759,4797759994,1334101402,1334101549"
4797760725,"6532779918,4797760726,1334101762,6501893429,6501893432,6514279751,6514279753,6514279755"
4797760726,4797760725
4797760727,"1334101605,4797760728,1334101745,1334101762"
4797760728,"4797760727,4797760729,4797760731"
4797760729,4797760728
4797760728,"4797760727,4797760729,4797760731"
4797760732,"4797760735,4797760771"
4797760735,4797760732
4797760736,"4797760738,6514279750,6521099198,4797760737"
4797760738,"4797760736,4797760737"
4797760739,"6521315257,1759885399,4797760745,1333730465,1334101496,1334352277,345351431,1036552727,4792330101,4779885789,4792330102,4797076555,4797759987,4797760746,6150950402,6157808486,6157808489,6157808493,1334101590,6157962753,6157962739,6157962758,6157962760,6157962911,6157962900,6514049343,6514049345,6514066701,6514066707,6521099194,6521099203,6521315261,6521315263,6521705572,6521757722,6521745159,6538608328,4797760749"
4797760745,"4797760739,6157793160,4797760746,1334352312,4797760749,4797760744"
4797760746,"6521315257,1759885399,1333730465,1334101496,1334352277,345351431,1036552727,4792330101,4779885789,4792330102,4797076555,4797759987,4797760739,6150950402,6157808486,6157808489,6157808493,1334101590,6157962753,6157962739,6157962758,6157962760,6157962911,6157962900,6514049343,6514049345,6514066701,6514066707,6521099194,6521099203,6521315261,6521315263,6521358791,6521705572,6521757722,6521745159,6538608328,4797760745,6157793160"
1334352312,"1334352318,1334352303,1334352284,4797760754,4797760757,4797760760,1334352292,4797760745,6157793160"
4797760749,"4797760745,4797760739"
4797760754,"1334352318,1334352303,1334352284,1334352312,4797760757,4797760760,1334352292"
4797760755,"4797760756,4797760765,1334352284,1334352277"
4797760756,4797760755
4797760757,"1334352318,1334352303,1334352284,1334352312,4797760754,4797760760,1334352292"
4797760744,4797760745
4797760760,"1334352318,1334352303,4797760769,1334352284,1334352312,4797760754,4797760757,1334352292,4797760761"
4797760769,"4797760760,4797760766,4797760770,4797760761,4797760768"
4797760763,"4797760765,4797760764,4797760761"
4797760765,"4797760763,4797760755,1334352284,1334352277"
4797760766,"4797760769,4797760736,6514279750,6521099198,4797760770,4797760768"
4797760769,"4797760760,4797760766,4797760770,4797760761,4797760768"
4797760770,"4797760769,4797760768,4797760766"
4797760737,"4797760738,4797760736"
4797760761,"4797760769,4797760764,4797760763,4797760760"
4797760764,"4797760761,4797760763"
4797760771,"3507161009,1759885465,3507158883,6518887463"
3507161009,"1334352289,4797760771,3507158883"
4805323472,"3755512848,3755512849,4805323475,6498819051"
4805323475,"4805323472,4805323476,6498819051"
6509381721,"4805323482,3755512849,4805323478"
4805323482,"6509381721,4805323478"
6509381722,"4805323489,3755512849,6509381721"
4805323489,6509381722
6509381724,"4805323492,3755512849,6509381721,6509381722"
4805323492,6509381724
6509381725,"4805323499,3755512849,6509381721,6509381722,6509381724"
4805323499,6509381725
4805323478,"6509381721,4805323482,4805323501"
4805323501,4805323478
4805323502,"3755512854,1333730678,4805323506,1333730403,1626463833,1333730240,4805323510,4805324023"
4805323506,4805323502
1333730651,"3755512854,1333730678,1626463844,4805323509"
4805323509,"1333730651,4805323516,4805324022"
4805323514,"4805323513,4805323515,4805323510"
4805323513,4805323514
4805323510,"3755512854,1333730678,4805323515,1333730403,1626463833,1333730240,4805323502,4805324023,4805323514"
