node,relation_nodes 
1964063929,"1964063927,1964045010,1964063928,6163640907"
1964045008,"2236967826,420248272,6570393103,6570393101"
1964045010,"1964045008,1335188490"
1335188490,"1335188464,1964045010,1335188401,1335188500"
6570393103,"1964048084,1964063929"
1964048084,6570393103
1964053306,"1964056775,420248271,6158635775,1964056771"
1964056775,"1964053306,3349095352,1964056771"
1964063929,"1964063927,1964045010,1964063928,6163640907"
1964063927,"1964063929,1964063928"
1964064008,"1964063928,1964064105"
1964063928,"1964063929,1964063927,1964064008,1964064105"
1964064341,"6570393101,1964064105,3759814443"
6570393101,"1964064341,1964063929"
3759814443,"1964071796,1964064105,1964064341,3759814444,6158790469,6164093315,6521836547"
1964071796,"3759814443,3759814444,6158790469,6164093315,6521836547"
1964072858,"6158790480,1335188401,6163640905,1964072857,6164093320,6164093322"
6158790480,"1964072858,1964072857,6164093320,6164093322"
1335188401,"3759814444,420248272,1335188435,1335188490,1964072858,1335188753,3759814446,1335188449,6163640906"
3759814444,"3759814443,1964071796,1335188401,1533987650"
1334305646,"1334305279,1334305432,1334305848,3759032471,3759043188,3780575115,6148959053,6148959049,1334305486,3759043201,1334305704,1723947781,1723947758,1964135990,3759043195,6514120959"
1334305848,"1334305646,2236907053,1334305344,1334305717,1964128922,6148959011,4062783235,4062782526,1334305704,1723947781,1723947758,1334305389,1964135990,3759043195,6514120959"
1334305710,"1334305432,1334305458,1334305183,1334305463,1723947761,1723947756,3759043193,6330281306,6512178018"
1334305458,"1334305710,3758578475,1334305279,1334305463,1335188529,3758588404,3758621790,3758621789,6151755497,6521836552"
6148959011,"1334305183,2236907053,1334305344,1334305717,1964128922,1334305848,4062783235,4062782526"
1334305183,"1723947768,1334305717,6148959011,1334305710"
1334305458,"1334305710,3758578475,1334305279,1334305463,1335188529,3758588404,3758621790,3758621789,6151755497,6521836552"
3758578475,"1334305458,1334305472,6158804894,6521492577,1335188529,1335188440,3758578480,3758588404,3758621790,3758621789,6151755480,6151755492,6151755495,6151755497,6151755499,6151755500,6521836552"
1334305175,"1334305661,4062783244,1964135989"
1334305389,1334305848
1964135990,"1334305848,1334305704,1723947781,1723947758,3759043195,6514120959,1334305646"
1964135989,"1334305661,4062783244,1334305175"
1334305389,1334305848
1334305242,"1723947768,1334305717,1723947747,6512187257,3759043202,6148959026,6148959047,1334305841"
2991816757,"1334170056,2991183845,2991183825,1334169720,6553651357,1334170112,2991816759"
1334170056,"2991816757,3070253290,3070253262,3070253271,3070253267,4080951350,6053783689,6053946490,6053958139,6053958145,3070253280,6334955839,6553208486,6553391144,1334170112,2991816759"
3070253290,"3070253262,1038395031,6509004145,3070253293,1334170056,3070253271,3070253289,3070253267,4080951350,3074478417,6053783689,6053946490,6053958139,6053958145,3070253280,6334955839,6507250126,6508805092,6553208486,6553391144"
3070253262,"3070253290,3070253247,1334170056,3070253271,3070253289,3070253267,4080951350,6053783689,6053946490,6053958139,6053958145,3070253280,6334955839,6553208486,6553391144"
1997671843,"1997671845,2173660697,2617007613,5387258775,2173660864"
1997671845,"420266121,1997671843,467023185,2617007622,3635426764,5665863335,5672321903,2173660777"
1997671836,"420266753,5444653531"
420266753,1997671836
1334132751,"1334132750,1736755216,1334132753,1819473071,6149085416,345550907,2183725879"
345550926,"471244498,5965472313"
1736755216,"1334132750,5965472313,2999210420,1334132753,1819473071,1334132751,2183725844,1736755172,6149085416,1736755197"
5965472313,"1726781680,1736755216,345550902,471244495,345550926,1726781660,1819473060,2183725844,1736755172,2183725849,1736755197"
1758586692,"1758586690,1758586732,5922491523,5922491533"
1758586732,"1758586692,1758586707,5922491523,1758586720,5922491533"
5922491538,"2092582370,2092582371"
2092582370,"345362354,345362457,5922491538,345362388,345362378,1758586671,1758586663,6158064930,6525633571,6525639785"
2092582356,"2092582354,1726781754,420266744,420266068,5446967790,420266780,5446967787"
2092582354,"420266328,420266666,2092582356"
2092582359,"2092582358,2092582366,2092582360,2999211796"
2092582358,"2092582359,2092582355"
1758586735,"1758586741,1758586705,2092582380"
1758586741,"1758586735,1758586755"
1758586716,"2092582380,5922491496"
2092582380,"1758586716,1758586705,1758586735"
1758586707,"1758586705,1758586732,1758586720"
1758586705,"1758586707,1758586735,2092582380"
2092582358,"2092582359,2092582355"
2092582355,"2987273573,2092582358,420266503"
5922491523,"1758586692,1758586732,2092582371,5922491533,5922491524,5922491522"
2092582371,"5922491523,5922491538,5922491524,5922491522"
1758586707,"1758586705,1758586732,1758586720"
1758586732,"1758586692,1758586707,5922491523,1758586720,5922491533"
2092582366,"3226990411,420266694,2092582359,1726781796,1726781794,2174686307,2190739791,2461400762,5446838997,5916337526,6149050653,6149050659,6402094679,2092582360,2999211796"
2092582359,"2092582358,2092582366,2092582360,2999211796"
1758586705,"1758586707,1758586735,2092582380"
1758586735,"1758586741,1758586705,2092582380"
1758586753,"1758586744,1758586755,5922491456,5922491458"
1758586744,"1758586753,1758586698,1758586757,2093848432,5922491456,5922491458"
2093848455,2093848454
2093848454,"6538357936,3070437133,6164917327,6514250136"
2988146962,"2988146985,5421674741"
2988146985,"3050578606,3050578592,3050578598"
2093848438,"2093848436,5922491449"
2093848436,"2093848438,2093848432,5922491455,2093848441,5922491449"
2093848454,"6538357936,3070437133,6164917327,6514250136"
6538357936,6164917307
6164917332,"345362475,6164917307,6164917320,6545935179,6163016046"
345362475,345362477
420265991,"2093848455,345362486,3078294473,6518852234"
2093848455,2093848454
2093848432,"2093848436,1758586698,1758586757,1758586744,2093848441"
2093848436,"2093848438,2093848432,5922491455,2093848441,5922491449"
2118184386,"420248197,2118184370,4725714258,2118184590,5585477179,5688861014,5688873426,5688922902,5790967988,5791076670,5791076664,5790951384,6140873224,2118184773,2118184667"
420248197,"2118184386,3070499273,420248185,3070499253,3070499248,3070499271,3070499274,3070499276,3074776481,3074776239,3074775471,420248200,4725714258,2118184590,5585477179,6141461375,5688847021,5688861014,5688873426,2118184629,420248194,5688922902,5688925656,5790650793,5790967988,5791076670,5791076664,5790951384,6140873224,420248196,6141461376,6149471398,6151636852,2118184773,6154305961,2118184667"
2118183417,2118184370
2118184370,"2118183417,2118184386"
2118184370,"2118183417,2118184386"
2118184386,"420248197,2118184370,4725714258,2118184590,5585477179,5688861014,5688873426,5688922902,5790967988,5791076670,5791076664,5790951384,6140873224,2118184773,2118184667"
2193961567,"2141531711,6507052663,2141531585,6148878697,2193961561,2147654925"
2141531711,"1333762890,2193961567,3753094699,2147654925"
2193961561,"1626463824,1333730377,6507052663,3510282149,3510308179,6148969786,6149038280,6149038281,6149038291,1333762647,1333763141,2193961567,2141531585,6148878697"
6507052663,"2193961561,3753094694,6507052681,4071004434,2193961567,2141531585,6148878697"
2147641884,2147641883
2147641883,"2147641884,2193961563,2147654926,2193961562,2141531585"
6507052682,"2193961563,1333762391,6507052662"
2193961563,"6507052682,2147641883,2147654926,2193961562,2141531585"
2147654926,"2147654925,2147641883,2193961563,2193961562,2141531585"
2147654925,"2193961567,2147654926,2141531711"
2148666717,"1334344652,1334344648"
1334344652,"1334344563,2148666717,1334344648,6521531909"
2164044659,"4290306109,2181490588,420265809,420266588,2178059207,2178059235,6157820347,2168887534,2181321229"
4290306109,"420266795,420266588,2164044659,2164044618,2168887438,2168887468,2168887459,2175276254,2178059333,2168887534,2181321229"
420265879,"2164044604,2168682731,2613703147,2709068137,2164044581,2168682628,2168682650,2170728731,2170934048,2170933989,2170934035,2181490360,2190872191,2190872201,2190872207,2193956591,2193956613,2168682673,2168682728,5674331751,2170934197"
2164044604,"420265879,2171343016,2181490388,2164121812,2164121687,4492082006,2168682725,2168887481,2170934095,2170933815,2171301428,2171301253,420265812,2181490354,2193956744,2576189185,2170933861,2183061103,2164044581,2168682628,2168682650,2181490360,2190872191,2190872201,2190872207,2193956591,2193956613,2168682673,5674331751"
2891233160,"2175276175,2164044704,2181490455,2164044693,2181490400,2175276508"
2175276175,"2891233160,2164044571"
4283744644,"2164044652,2164044690,2175276508,2173660758,2175276366,2181490564,2181490470,2183061196,4283744085,4283744042,2171330092,2164044644"
2164044652,"4283744644,4283743939,3926775005,2164044685,2175276508,2173660758,2174686295,2175276366,2181490573,2181490564,2181490470,1736755061,2183061178,2183061082,2183061238,2183061236,2183061191,2183061105,1736755063,2183061156,2183061142,2183061216,2183061041,2183061184,2183061232,2183061196,4283743160,1736755055,4283744085,4283742945,4283744042,1736755074,2171330092,2164044644"
2164044685,"2164044637,2183061162,2164044652,4283743939,2164044609,2181490433,2164044663,2164044628"
2164044637,"2164044685,4283744044,1736755074,2164044609,2181490433,2164044663,2164044628"
2175276346,"2164044618,2164044699,2175276357,2175276432,2175276287,2175276482,2175276355,2180045069,2180044980"
2164044618,"420266795,420266588,2175276346,4290306109,2168887438,2168887468,2168887459,2175276254,2178059333,2164044699,2175276357,2175276432,2175276287,2175276355,2180045069,2180044980"
2178059221,"420266795,420266588,2178059149"
2164044601,"420265809,420266482,420266449,2168887478,2168887527,2173660600,2175276272,2175276434,3221495198,2179875726,6157816043,6157816054,6157820335,2164044593"
2164044593,"2178476248,2164044601"
2164044699,"2175276346,2175276357,2175276432,2175276287,2175276355,2180045069,2180044980,2178476248,2164044618"
2175276508,"4283744644,2164044652,2164044704,2181490564,2183061196,4283744085,4283744042,2171330092,2164044644,2891233160,2173660827,2173660698"
2164044704,"2175276508,2891233160,2181490455,2164044693,2181490400"
2164121894,"2164121335,2164121687,2164121529,2164121559,2168887399,2164121681,2164121514"
2164121335,"2164121894,2164121445"
2164121813,"2164121671,2174824856,420265809,420265843,1736755354,2164121814,2164121626,2164121390,2178500944,2168682528,2170750591,2178066606,420265844,420265850,2178476241,2178476585,2180045105,2175276197,2168887525,6157736603,4290306491"
2164121671,"2164121813,1884243838,2164121626,2178476665"
2164121812,"2164121643,2171343016,2181490388,2164044604,2164121687,4492082006,2168682725,2168887481,2170934095,2170933815,2171301428,2171301253,420265812,2181490354,2193956744,2576189185,2170933861,2183061103,2164121594,2164121514,2168887464,2168887470,2168887499"
2164121643,"2164121812,2164121594,2164121514,2168887464,2168887470,2168887499"
2164121399,"2164121814,2164121685,2164121789,2164121395,2164121745,2164121571,2164121565"
2164121814,"2164121399,2174824856,420265809,420265843,1736755354,2164121813,2164121626,2164121390,2178500944,2168682528,2170750591,2178066606,420265844,420265850,2178476241,2178476585,2180045105,2175276197,2168887525,6157736603,4290306491,2164121571,2164121565"
1884243838,"420265843,2613703150,2164121626,2164121671,2164121759,2178476665"
2164121626,"1884243838,2174824856,420265809,420265843,1736755354,2164121813,2164121814,2164121390,2178500944,2168682528,2170750591,2178066606,420265844,420265850,2178476241,2178476585,2180045105,2175276197,2168887525,6157736603,4290306491,2164121671,2164121759,2178476665"
2164121571,"2164121399,2164121814,2164121395"
2164121395,"2164121571,2164121685,2164121789,2164121399,2164121745,2164121349"
2164121529,"2164121938,2164121687,2164121894,2164121559,2168887399,2164121681,2164121445,2164121514"
2164121938,"2164121529,2164121445"
2164121559,"2164121594,2164121687,2164121894,2164121529,2168887399,2164121681,2164121514"
2164121594,"2164121812,2164121643,2164121559,2164121514,2168887464,2168887470,2168887499"
2164121661,"2164121745,2164121767,2164121565,2170390145"
2164121745,"2164121661,2164121685,2164121789,2164121399,2164121395,2170390145"
2164121565,"2164121399,2164121814,2164121767,2164121661"
2164121767,"2164121565,2164121685,2164121661"
2164121335,"2164121894,2164121445"
2164121445,"2164121529,2164121938,2164121335"
2164121390,"2164121759,2174824856,420265809,420265843,1736755354,2164121813,2164121814,2164121626,2178500944,2168682528,2170750591,2178066606,420265844,420265850,2178476241,2178476585,2180045105,2175276197,2168887525,6157736603,4290306491"
2164121759,"1884243838,2164121626,2164121390,2164121789"
2164121502,2164121349
2164121349,"2164121395,2164121502"
2164121687,"2164121514,2171343016,2181490388,2164044604,2164121812,4492082006,2168682725,2168887481,2170934095,2170933815,2171301428,2171301253,420265812,2181490354,2193956744,2576189185,2170933861,2183061103,2164121894,2164121529,2164121559,2168887399,2164121681"
2164121514,"2164121812,2164121643,2164121687,2164121594,2168887464,2168887470,2168887499,2164121894,2164121529,2164121559,2168887399,2164121681"
2178476665,"1884243838,2164121626,2164121671,2178476135"
2164121571,"2164121399,2164121814,2164121395"
2178059167,"2179875537,2178059257,2181345196,2164910772,2164910773,2175276459,2178059282,2178059276,2180045088,2180044994,2181345258,2181345181,2181345164,2181345170,2181345215,2181345259,2181345144,2181345251,2183061240,2183061090,2183061230,2168682727"
2179875537,"2178059167,2178066591,2164910773,2180045088,2183061230,2168682727"
2168682604,"1412287835,2170712744,2174686581,2168682546,2170712759,2181490403,2181490466,2181490383,1412287836"
2170712744,"2168682604,2168682540"
2164044581,"420265879,2164044604,2168682628,2168682650,2181490360,2190872191,2190872201,2190872207,2193956591,2193956613,2168682673,5674331751,2168682568,2168682623"
2168682547,"1412287835,2170728705"
420265879,"2164044604,2168682731,2613703147,2709068137,2164044581,2168682628,2168682650,2170728731,2170934048,2170933989,2170934035,2181490360,2190872191,2190872201,2190872207,2193956591,2193956613,2168682673,2168682728,5674331751,2170934197"
2168682731,"420265879,2170728731,2170934048,2170933989,2170934035,2168682728,2170934197"
2576189188,"420265804,2171343016,2168682589,1412287836,2170712689,2178500959,6163934161,2168682679,2181490571"
2168682589,"2576189188,2168682663,2168682725,2181490483,2190872195,2190872200,2193956739,2193956657,2168682610,2193956521,2181490571"
2178500944,"2168682558,2174824856,420265809,420265843,1736755354,2164121813,2164121814,2164121626,2164121390,2168682528,2170750591,2178066606,420265844,420265850,2178476241,2178476585,2180045105,2175276197,2168887525,6157736603,4290306491,2170739549,4683712240,420265885,2177219047,2183061231,2183061129,2183061141,4683712283"
2168682558,"420266475,2178500980,2178500944,420266121,946186464,946186295,2177218804,2178452567,5759152225,6148990156"
2168682596,"2168682525,2168682679"
2168682525,"2168682596,2613703147,2709068137,420265804,1412287835,2168682657,2168682540,2171371452,2171371460,2175276316,2175276457,2175276392,2164044716,2175276418,4283744613,6163934179,420265880,2175276495"
2174686581,"1412287835,2168682592,2168682604,2168682546,2170712759,2181490403,2181490466,2181490383,1412287836"
2168682592,2174686581
2168682631,2168682628
2168682628,"420265879,2164044604,2168682631,2164044581,2168682650,2181490360,2190872191,2190872201,2190872207,2193956591,2193956613,2168682673,5674331751"
6157736604,"420266654,2186707384,2186707292,6157736586,2186707429,2186723260,2186723122,2186723211,2186723173,2186763165,2186763155,2186707464,2186927827,2186927795,2186927802,2186927797,2186927832,2186927815,2186707521,2186927801,2186927820,2209668586,2209763383,2175276362,2168682530,6157736617,6157736621"
420266654,"420266656,420265809,420266482,6157736604"
2168682568,"2168682657,2168682623,2168682564,2164044581"
2168682657,"2168682568,2613703147,2709068137,420265804,1412287835,2168682525,2168682540,2171371452,2171371460,2175276316,2175276457,2175276392,2164044716,2175276418,4283744613,6163934179,420265880,2175276495,2168682564"
2168682528,"2179875542,2174824856,420265809,420265843,1736755354,2164121813,2164121814,2164121626,2164121390,2178500944,2170750591,2178066606,420265844,420265850,2178476241,2178476585,2180045105,2175276197,2168887525,6157736603,4290306491,2170390135,2178066571,2178066608,2178476690,2178476195,2168682607"
2179875542,"2168682528,2179875654,2168682693,2170390135,2178066571,2178066608,2178066591,2178476690,2178476195,2168682607"
4492082006,"2168682611,2171343016,2181490388,2164044604,2164121812,2164121687,2168682725,2168887481,2170934095,2170933815,2171301428,2171301253,420265812,2181490354,2193956744,2576189185,2170933861,2183061103"
2168682611,"4492082006,2168682673"
2168682622,2168682623
2168682623,"2168682622,2168682568,2164044581"
2168682564,"2168682657,2168682568"
2168682546,"1412287835,2168682604,2174686581,2170712759,2181490403,2181490466,2181490383,1412287836"
2168682663,"2168682725,2168682589,2181490483,2181490538,2190872195,2190872200,2193956739,2193956657,2168682610,2193956521"
2168682725,"2168682663,2171343016,2181490388,2164044604,2164121812,2164121687,4492082006,2168887481,2170934095,2170933815,2171301428,2171301253,420265812,2181490354,2193956744,2576189185,2170933861,2183061103,2168682589,2181490483,2181490538,2190872195,2190872200,2193956739,2193956657,2168682610,2193956521"
2168682688,2168682650
2168682650,"420265879,2164044604,2168682688,2164044581,2168682628,2181490360,2190872191,2190872201,2190872207,2193956591,2193956613,2168682673,5674331751"
2168887500,"2168887534,6157736586,2168887441,2168887375,2179875751,2168887417,2168887492"
2168887534,"2164044659,2168887500,2181321229,2168887417,2168887492,4290306109"
2168887464,"2164121812,2164121643,2168887539,2164121594,2164121514,2168887470,2168887526"
2168887539,"2168887464,2168887439,2168887526"
2168887481,"2168887515,2171343016,2181490388,2164044604,2164121812,2164121687,4492082006,2168682725,2170934095,2170933815,2171301428,2171301253,420265812,2181490354,2193956744,2576189185,2170933861,2183061103"
2168887515,"2168887481,2168887413,2580571923,2168887470"
2168887470,"2164121812,2164121643,2168887413,2164121594,2164121514,2168887464,2168887499,2168887515,2580571923"
2168887413,"2168887470,2168887515,2580571923"
4290304657,"2168887392,2168887511,2168887446,2168887436,6157820347"
2168887392,"4290304657,2168887446,2181490588,420265809,2168887436"
2168887458,"2168887438,2168887480"
2168887438,"420266795,420266588,2168887458,4290306109,2164044618,2168887468,2168887459,2175276254,2178059333,2168887480"
2168887504,"2168887375,6202055223,2168887477"
2168887375,"2168887504,6157736586,2168887441,2168887500,2179875751,2168887477"
2168887478,"420265809,420266482,2168887477,420266449,2164044601,2168887527,2173660600,2175276272,2175276434,3221495198,2179875726,6157816043,6157816054,6157820335"
2168887477,"2168887504,2168887375,2168887478"
2168887439,"2168887539,2168887526"
2168887499,"2164121812,2164121643,2164121594,2164121514,2168887470"
2178059207,"2168887417,2181490588,420265809,420266588,2164044659,2178059235,6157820347"
2168887417,"2168887500,2178059207,2168887492,2168887534"
2168887526,"2168887539,2168887439,2168887464"
2168887399,"2164121687,2164121894,2164121529,2164121559,2164121681,2164121514"
2164121681,"2164121687,2168887472,2164121894,2164121529,2164121559,2168887399,2164121514"
2168887472,"2164121681,2613627652"
2168887390,"2168887527,2168887441,2168887492,420265824"
2168887527,"420265809,420266482,2168887390,420266449,2164044601,2168887478,2173660600,2175276272,2175276434,3221495198,2179875726,6157816043,6157816054,6157820335"
2168887507,"2168887436,2168887511,4290306491"
2168887436,"4290304657,2168887392,2168887507"
2168887562,2168887468
2168887468,"420266795,420266588,2168887562,4290306109,2164044618,2168887438,2168887459,2175276254,2178059333"
6157736586,"2168887441,2186707384,2186707292,6157736604,2186707429,2186723260,2186723122,2186723211,2186723173,2186763165,2186763155,2186707464,2186927827,2186927795,2186927802,2186927797,2186927832,2186927815,2186707521,2186927801,2186927820,2209668586,2209763383,2168887500,2168887375,2179875751"
2168887441,"6157736586,2168887390,2168887500,2168887375,2179875751,2168887492,420265824"
2168887434,2168887459
2168887459,"420266795,420266588,2168887434,4290306109,2164044618,2168887438,2168887468,2175276254,2178059333"
2168887446,"2168887392,2168887511,4290304657,6157820347"
2168887392,"4290304657,2168887446,2181490588,420265809,2168887436"
2178476135,"2170390156,2178476665"
2170390156,2178476135
2170390155,"2170390135,2170739575"
2170390135,"2168682528,2179875542,2170390155,2178066608,2178476690,2178476195,2168682607,2170739575"
2170390134,2170390145
2170390145,"2164121661,2164121745,2170390134"
2170712726,"2170712759,2168682540,2181490520,2181490473,2170712689"
2170712759,"1412287835,2170712726,2168682604,2174686581,2168682546,2181490403,2181490466,2181490383,1412287836"
2168682540,"2170712689,2613703147,2709068137,420265804,1412287835,2168682525,2168682657,2171371452,2171371460,2175276316,2175276457,2175276392,2164044716,2175276418,4283744613,6163934179,420265880,2175276495,2170712744,2170712726,2181490520,2181490473"
2170712689,"420265804,2171343016,2168682540,1412287836,2576189188,2178500959,6163934161,2168682679,2170712726,2181490520,2181490473"
2170728708,"345366140,420265846,420265868,2170730401,2174824825,2180045098"
2170728725,"345366140,2174824833,2171008415"
2170728730,2170728731
2170728731,"420265879,2168682731,2170728730,2170934048,2170933989,2170934035,2168682728,2170934197"
2170728703,"2170728721,2271214774"
2170728721,"2170728703,2168682728"
2170728705,"2170728723,2168682547,2170728709,2170728711,2170728697,2170728693"
2170728723,"2170728705,2170728709,2170728711,2170728697,2170728693"
2174824811,"345366140,2174824833,2170730394,1841070590,2180045014,2190631042,2190631044,6157729205,2171008477"
2170730406,"1038395040,2174824850,2171008420,2174824853,2174824876,2174824827,2171008477,420265868"
2174824850,"1038395040,2170730406,2171008420,2174824853,2174824876,2174824827,420265868"
2170730394,"345366140,2174824833,2174824811,1841070590,2180045014,2190631042,2190631044,6157729205"
2170730393,"2170730408,2174824859,2174824805,2170730407,2171008355"
2170730408,"345366140,2174824833,2170730393,2171008424"
2170730407,"2170730393,2171008355,2170730399,2170730400"
2170730401,"345366140,420265846,420265868,2170728708,2174824825,2170730399,2170730400"
1841070590,"345366140,2174824833,2174824811,2170730394,2180045014,2190631042,2190631044,6157729205"
2170730399,"2170730400,2170730407,2170730401"
2170739587,"2170739575,2178476596,2178476538"
2170739575,"2170390155,2170739587,2170390135"
2170739549,"2178500944,2168682693,2181490478"
2168682693,"2170739549,2168682727,2179875542,2181490478"
2164910773,"2178059167,2179875537,2170750591,2183061230,2168682727,2170750602,2170750593,2170750604,2181490582"
2170750591,"2164910773,2174824856,420265809,420265843,1736755354,2164121813,2164121814,2164121626,2164121390,2178500944,2168682528,2178066606,420265844,420265850,2178476241,2178476585,2180045105,2175276197,2168887525,6157736603,4290306491,2170750602,2170750593,2170750604,2181490582"
2170934048,"420265879,2168682731,2170934181,2170728731,2170933989,2170934035,2168682728,2170934197"
2170934181,"2170934048,2170933888,2170934000,2170933828,2170933856"
2170933888,"2170934000,2170934181,2170933828,2170933856"
2170934000,"2170933888,2170934197,2170934181,2170933828,2170933856"
2170933989,"420265879,2168682731,2170728731,2170934048,2170934035,2168682728,2170934197"
2170933828,"2170933888,2170934000,2170934181,2170933856"
2170934026,"2170934095,2170933933"
2170934095,"2170934026,2171343016,2181490388,2164044604,2164121812,2164121687,4492082006,2168682725,2168887481,2170933815,2171301428,2171301253,420265812,2181490354,2193956744,2576189185,2170933861,2183061103,2170933933"
2170933827,"2170933897,2175276292,2170933861,2183061211,2183061051,2183061213,2183061114,2197022705,2197022652"
2170933897,"2175276292,2170933827,2183061211,2183061213,2183061114,2197022705,2197022652"
2170934035,"420265879,2168682731,2170728731,2170934048,2170933989,2168682728,2170934197"
2170933856,"2170933888,2170934000,2170934181,2170933828"
2576189184,"2170933815,4283743943,2613615066,2175276292,2171330050,2175276224,2175276383,2175276195,2183061046,2183061119,1736755248,6306739427,2171301882,2171301319"
2170933815,"2576189184,2171343016,2181490388,2164044604,2164121812,2164121687,4492082006,2168682725,2168887481,2170934095,2171301428,2171301253,420265812,2181490354,2193956744,2576189185,2170933861,2183061103,6306739427,2171301882,2171301319"
2170933933,"2170934026,2170934095,6306739427,4989929807"
6306739427,"2576189184,2170933815,2170933933,2171301882,2171301319,4989929807"
2175276292,"2170933827,4283743943,2613615066,2576189184,2171330050,2175276224,2175276383,2175276195,2183061046,2183061119,1736755248,2170933897,2183061051"
2170933827,"2170933897,2175276292,2170933861,2183061211,2183061051,2183061213,2183061114,2197022705,2197022652"
946404056,"946403763,4683527956,946186535,946404039,946403795"
4683527956,"946404056,4683527439"
4683527452,2170972578
2170972578,"377671545,420266478,4683527452"
2170972633,"2201227375,377671538,2170972509,2170972690,1819473133,1819473129,2210615765,2210615729,2210755395,2212541852,2212541864,1819473137,3006869697,420266538,1037737374,1037737325,1037737172,4290305974,4290305991,4290306516,420266171,5666130977,6149050650,420266197,4290306526,2170972668,2212541869,2170972606,2212541892,5682388240,5682463909,5682465347,5692970410"
2170972509,"2170972633,1819473102,2212541889,2170972600,2170972738,4683527466,2170972668,2212541869,2170972606,2212541892,5682388240,5682463909,5682465347,5692970410"
2170972668,"2170972509,2170972600,2212541869,2170972606,5682388240,5682463909,5682465347,5692970410,2170972627,2212541911,2170972633"
2170972600,"2170972668,1819473102,2212541889,2170972509,2170972738,4683527466,2170972627,2212541873"
2170972745,"420266482,420266402,2170972705,420266108,2181321311,2190739776,2461400798,2461400800,3641738795,420266311,5444690812,5444653531,5720562696,6149050677,6149085411,6149085448,6157816081,6157820310,6157820313,6157820304,2170972670,2175276230,2201227436"
2170972705,"2170972745,2183725811,2170972631,2170972670,2175276230,2201227436"
2170972670,"2170972705,5688050165,2175276230,2201227436,2170972745"
5688050165,"2170972670,5688050159,3641738795"
2170728725,"345366140,2174824833,2171008415"
2171008415,"2170728725,2171008424,2171008294,2180045052,2171008292,6157729208"
2171008424,"2170730408,2171008415"
2170730408,"345366140,2174824833,2170730393,2171008424"
2171008477,",2174824811,2170730406"
2171008355,"2170730393,2170730407"
2170730400,"2170730399,2170730407,2170730401"
2171008420,"1038395040,2170730406,2174824850,2174824853,2174824876,2174824827,420265868"
2171008206,
1038395040,"420265868,2170730406,2174824850,2171008420,2174824805,2174824857,2174824859,2174824853,2174824876,2174824827"
2171008198,2171008294
2171008294,"2171008415,2171008198,2180045052,2171008292,6157729208"
2171301600,"2171301882,2171301428,2171301925,2171301466,2171301436,2171343078,2171301460,2171301430"
2171301882,"2576189184,2170933815,2171301600,6306739427,2171301319,2171301460,2171301430"
2171301428,"2171301925,2171343016,2181490388,2164044604,2164121812,2164121687,4492082006,2168682725,2168887481,2170934095,2170933815,2171301253,420265812,2181490354,2193956744,2576189185,2170933861,2183061103,2171301600,2171301466,2171301436,2171343078"
2171301925,"2171301428,2171301737,2171301618,2171301600,2171301466,2171301436,2171343078"
2171301329,"2171301620,2171301728,2171301767,2175091607,2175091602,2175091606,2175091600,2171301290"
2171301620,"2171301329,2171301737,2171301934,2171301319,2171301290"
2171301737,"2171301319,2171301887,2171301925,2171301620,2171301934"
2171301319,"2576189184,2170933815,2171301737,6306739427,2171301882,2171301620,2171301934"
2171301728,"2171301767,2171343016,2164044690,2171301393,2171342989,2171343052,2171301329,2175091607,2175091602,2175091606,2175091600"
2171301767,"2171301728,2175276294,2171343016,2181490388,2171301329,2175091607,2175091602,2175091606,2175091600"
2171301253,"2171301393,2171343016,2181490388,2164044604,2164121812,2164121687,4492082006,2168682725,2168887481,2170934095,2170933815,2171301428,420265812,2181490354,2193956744,2576189185,2170933861,2183061103,2171301421,2171301614"
2171301393,"2171301253,2171343016,2164044690,2171301728,2171342989,2171343052,2171301421,2171301614"
2171301690,"2171301466,2171301948,2171301460"
2171301466,"2171301428,2171301925,2171301690,2171301600,2171301436,2171343078"
2171301925,"2171301428,2171301737,2171301618,2171301600,2171301466,2171301436,2171343078"
2171301618,"2171301925,2171301482"
2171301244,"2171301729,2171301887"
2171301729,"2171301244,2171301853,2171301421"
2171301948,"2171301460,2171301290,2171301690,2171301430"
2171301460,"2171301600,2171301948,2171301430,2171301690,2171301882"
2171301430,"2171301600,2171301290,2171301460,2171301948,2171301882"
2171301290,"2171301329,2171301620,2171301430,2171301948"
2171301421,"2171301253,2171301393,2171301853,2171301614,2171301729"
2171301853,"2171301421,2171301887,2171301729"
2171301482,"2171301618,2171301271"
2171301271,"2171301482,2171301887"
2171301614,"2171301253,2171301393,2171301887,2171301421"
2171301887,"2171301614,2171301737,2171301244,2171301853,2171301271,2171301932,2171301208,2171301746"
2171301932,2171301887
2171301208,2171301887
2171301934,"2171301737,2171301620,2171301319"
2171301746,2171301887
2171330050,"2171330034,4283743943,2613615066,2576189184,2175276292,2175276224,2175276383,2175276195,2183061046,2183061119,1736755248,2171330024"
2171330034,"2171330050,2171330024"
2171330024,"2171330050,2171330034,2171330081"
2171330081,"2171330024,2171330053,2171330092"
2171342989,"2171301436,2171343016,2164044690,2171301728,2171301393,2171343052,2175091601"
2171301436,"2171301428,2171301925,2171342989,2171301600,2171301466,2171343078,2175091601"
2171343052,"2171343078,2171343016,2164044690,2171301728,2171301393,2171342989"
