wayid,nodes
300791426,"3048784634,6547828071,6547828068,3048784633,6547828066,6525306331,3766829099,6525306333,6525306335,3048782232,6524723054,3048782231"
300791429,"1334204356,6524926598,6525048027,6547828062,6547828063,6547828064,1334204322"
300947935,"3050546045,3050546046,3050546047,3050546048,3050546049,3050546050,3050546051,3050546052,3050546053,3050546054,3050546055,3050546056,3050546057"
300947936,"3050546071,3050546072,3050546073,3050546077,6522157065,3079683391,2991010968"
300947937,"3050546118,6522156504,6040669234,3079683376,2991010987,6040669277,6522156503,3050546119,6040669294,6522130005"
300947940,"2991011633,3050546207,3050546197,3050546104,3050546105,3050546106,3050546107,3050546108,3050546109,3050546110,3050546111,3050546112,3050546113,6522157066,3050546114,2991010968"
300947942,"6038220782,3050546121,3050546122,3050546123,3050546124,3050546125,3050546145,3050546126,3050546127,3050546128,3050546142,3050546129,3050546130,3050546141,3050546131,3050546132,3050546133,2991011633"
300947945,"3050546134,3050546147,3050546151,3050546141"
300947946,"3050546142,3050546143"
300947947,"3050546144,3050546145"
300947948,"3050546146,3050546123"
300947949,"3050546147,3050546148,3050546149,3050546150,3050546151"
300947952,"3050546184,3531005721,3050546221,3050546217,3531005717,3050546185"
300947953,"3050546186,3531005718,3050546213,3050546218,3531005722,3050546187"
300947954,"3050546188,3531005716,3050546216,3050546220,3531005720,3050546189"
300947955,"3050546187,3050546184,3050546189,3050546190,3050546191,3050546192,3050546193,3531005719,3050546219,3050546215,3050546194,3050546195,3050546196"
300947956,"3050546198,6522107913,3531005718,3531005717,3531005716,3050546195,3050546199,3050546197"
300947957,"3050546190,3050546212,4069811787"
300947958,"3050546207,3050546206,3531005719,3531005720,3531005721,3531005722,6522107917,3050546208"
300947959,"3050546213,3050546217,3050546216,3050546215,3050546214"
300950761,"3050578583,3050578584,3050578585,3050578576"
300950762,"3050578577,6521277707,6521277706,6521277705,3050578578,6521277704,3050578579,6521277703,6521277702,3050578580,6521277701,6521277700,6521277699,3050578581"
300950765,"3050578592,3050578593,3050578594,3050578595,3050578596,3050578597"
300950766,"3050578598,3050578599,3050578600,3050578601,6582342606,3050578602"
300950767,"3050578591,3050578603,6582342607,3050578604,3050578605,3050578606"
302251608,"3065559069,6529297307,3065007403,3065007404,3065007406,3065007407,3065007408,3065007409,3065007410,3065007411,6524680208"
302251609,"3065007430,1333295304,1333295347,3065007936,6524863559,1333295323,6038641360,1333295290,6557855425,6557855424,6557855417,6557855423,6557855422,6557855421,6557855418,6557855420,1333295343"
302252798,"6162598670,6152058298,3074776327,3074776488,4014840820,3074776685,4014840819,3074776180,3074775519,6556222903,3074776274,6556222904,3074776179,6152058342,6152058365,3074775954,3074776659,3074775503,6152058373,3074775961,3074776689,3074775476,6571073089,4014840823,3074776355,3074776181,3074776353,3074775496,3074775500,3074776027,3074776145,6152057911,3074776877,3074775441,6152058384,3074775439,3074776663,3074776253,3074776446,3074776427,3074776182,6152058383,3074775955,4014840810,3074776710,3074776259,3074776404,3074776906,3074776391,3074776486,3074776420,3074776190,3074776139,3074775986,3074776309,3074776248,3074775461,3074775958,3074775446,3074775452,3074776725,3074775447,3074776532,3074775497,3074776660,3074776844,3074775501,4014840821,3074775985,3074776294,3074776722,3074776381,3074775952,3074776636,3074776296,3074775492,3074776921,3074775997,3074776467,3074776337,4014841093,3074776360,3074776251,6154491075,5827855028,6154528120,3074776862,6154491077,3074776314,6154528114,3074776634,3074776519,3074776529,5827855029,3074775498,3074776008,3074776470,3074776256,3074776263,3074776697,3074776031,3074776700,3074776415,3074776402,3074776211,3074776681,3074776684,3074775942,3074776247,3074776469,3074776361,6151762136,3074776644,3074776858,3074776229,3074776178,5682987243,3074776173,3074776241,3074775455,3074776206,3074776389,6159605896,6151762158,3074776169,3074776864,3074775992,3074776312,3074776680,3074776670,3074776714,3074776288,3074776189,3074776317,4014840824,3074775457,5577074566,6154659416,3074776687,6154659419,3074776199,6154659420,3074776916,5683215943,5683215942,3074776497,5577074525,5577074524,3074776307"
302252799,"3065031716,3065031714,3065031712,3065031711"
302253020,"3065040660,3074776468,3065040662,3065040663,3065040664,3065040666"
302253021,"3065530401,3065040682,3065040683,6062502100,3065040685,6038516089,6038516093,3065530402,6038516091,1333303519,3065040687,3065040688,3065040689,3065040690,3065040691,3065040692,6524680209,6572694128,3065040693,6524680207,3065040694,3065040695,3065040696,3065040697,3065040698,3065040699,3065040700,3065040701,1334170330"
302295714,"3065530354,6062502119,3065530356,3065530357,3065530358,3065530359,3065530360,3065530361,3065530363"
302295715,"3065040670,5585953229,3065530365,3065530366,3065530367,3065530368,3065530369,3065530370,3065530371,3065530354"
302295716,"3065530345,3065530372,3065530373,6556287691,3065530374,5585953244"
302295717,"5585953245,3065530376,6556287692,6556290168,6038641427,3065530392"
302295718,"3065530373,3065530379,3065530380,3065530381,3065530382,3065530383"
302295719,"2237261683,3065530388,3065530389,6556287693,3065530390,3065530391,6556290168"
302297671,"3065559084,3065559085,3065559087,3065559088,3065559089,3065559090,3065559091,6328286389,3070467262"
302304138,"3065040731,6525474157,6038633677,3065616004"
302304139,"3065616005,4200171344,6525474156,2992135374"
302387362,"3065616004,3066448842,3066448843,3066448844,3066448845,3066448846"
302387363,"3066448850,3066448849,3066448848,3066448847,3065616005"
302387364,"3756844391,6540491605,5579284301,3066448854,3066448855,3066448856,3066448857,3070467293,6540375395,3066448858,6568747222,3066448859,3066448860,3066448861,6568747219,3066448862,3066448863,3066448864,3066448865,3066448866,3768408960,6521965545,3066448867,3066448868,6521965542,5579284236,3768408962,3066448869,3066448870"
302418446,"3070467247,3066784903"
302454018,"6038633677,3067101002"
302615746,"1333279835,1334170415,3068632441,6038633658,3068632442,6038633653,6038633676"
302621236,"3068691897,3068691896,6235808380,3068691894,6506395291,6149210614,6506395292,420249237,6506395290"
302621237,"3068691913,3068691912,3068691910,6235808378,3068693638"
302621238,"2990955352,3068691915,3068691916,3068691917,3068691918,3068691919,3068691920,3068691921,3068691922,3068691923,3068691924,3068691925,3068691926,3068691927,3068691928,3068691929,3068691930,3068691931,3068691932"
302737424,"3070080499,3070080505,3070080506,3070080507,3070080508,6525604595,3070080510,3070080511,2990909264"
302739240,"3070108205,6530583260,6528599688,6528599687,3070108202"
302751282,"3070253289,6507261904,6507261906,3070253090,3070253081,6508914068,3070253073,2991183841,6507261908,3070253069,6507261911,6514134764,3070253052,3070253049,6507261913,6334862901,3070253042,6514116240"
302751283,"6164917307,6514250140,3070251730,3070251732,6040791047,6540389281,3078569647,3070253034,3070437166,3070253038,6508908810,6508908812,6507261916,3070253041,3070253045,6507261914,3070253053,3070253056,6514134765,6507261912,6507261910"
302751284,"2093859479,6525096655,2093859481,3068684721,3068684722,6326944314,2093859485,3540404859,3068684723,6525586825,2093859487,6525309543,3540404857,3070108199,2093859489,3070108201,6525586819"
302751288,"2991816779,3070253325,3070253313,2623083081"
302751289,"2991816794,3070253450,3070253456,2996011864"
302751290,"2996011864,3070253457,3070253451,3070253447,6041152003"
302751291,"2623083081,3070253311,2991816782"
302751293,"3070253262,3070253258,3070253255,3070253254,3070253253,3070253247"
302751296,"3070253453,3070253449,6532240978,3070253448,3070253445,3070253444,3070253442,3070253441,3070253438,3070253440,2991816792"
302751297,"2991816784,3070253329,3070253332,3070253433,3070253434,3070253435,6514134783,3070253436,6041152018"
302751299,"3070253299,3070253300,3070253301,3070253302,3070253303,3070253304,3070253305,3070253306,3070253307,2991183870"
302751300,"1334169981,3070253130,3070253123,3070253113,3070253106,3070253116"
302751302,"3070253248,3070253240,3070253132,3070253128,3070253121,3070253116,3070253109,6041152011,3070253101,6041152010,3070253094,3070253091,3070253092,3070253093,3070253097,3070253104,6041152009,6041152007,6041152008,3070253126,3070253233,3070253242,3070253244,3070253247,3070253251,6053946491,3070253248"
302751303,"3070253233,3070253111,3070253256,3070253262"
302752529,"3070269478,3070269477,3070269475,3070269472,3070269470,6521472557,3070269469,3079699678,3070269467,6521491131,3070269465,6521491135,1334169611,3070269460,6521491139,3070269459,6521491141,3070269456,3070269453,6521491143,1334170245,3070269448,3070269444,3070269442,3070269440,2991182609"
302752530,"1333246085,3070269441,3070269443,3070269445,3070269446,3070269447,3070269449,3070269451,6521491142,3070269452,3070269454,6521491140,3070269458,6521491138,3070269461,3070269462,6521491134,3070269464,6521491130,3070269466,3070269468,6521472556,3070269471,3070269473,3070269474,3070269476,2991183760"
302756234,"6522135551,3070396254,6522135553,6040692583,6534065886,6533250905,1334170222,3070295891,6533250907,3070295893,6533250909,1333246162,6533250911,1334170326,6533250913,3070295897,6533196869,3070295899,6533196871,3070295904,3070295915,3070295920,3070295922,3070295927,3070300033,3070300038,3070300048,6533196875,4461973444,6533196877,3070300059,6518634966,3070300078,3070300081"
302756236,"3078041919,6518727276,3070300091,6518727272,3078041918,6518727274,3070300094,6518778056,1334169836,1334170325,6518842713,6518778052,3070300097,6518778046"
302756237,"3070300080,6518634970,3070300079,6518659355,1333246054,6518659357,3070300077,3070300072,3070300070,3070300069,6518646046,6308461409"
302763977,"6164917335,3070397256,6164917308,6538262576,6528451211,3070397254,3070397251,3070397249,3070397247,3070397244,3070397242,6514289017,3070397240,2093848447,3070397237,3070397128,3070397115,6528451167,6514317643,3070397102,3070397095,3070397083,6548359087,3070397066,6528451112,6514317642,6582446295,3070397040,3070397034,6582446297,3070396830,3070396827,3070396820"
302763978,"3070396819,3070396823,3070396826,6334551616,3070396829,3070397033,3070397036,6546223475,3070397047,3270619005,6514050506,3070397074,6040791109,3070397096,6514050505,3342984258,6514050504,6514069945"
302763979,"3070396541,3070396561,6522140480,3070396582,6040574108,6522156110,3070396611,3070396626,3070396748,3070396752,3070396754,3070396758,3070396761,3070396769"
302763980,"3070396791,3070396777,3070396762,3070396749,3070396733,3070396621,3070396616,3070396598,3070396587,3070396584,3070396578,3070396572,3070396564,3070396547"
302763981,"2992135374,6525474153,4200163122,6038633675,6533250902,1334170199,6533250903,3070395625,6038705483,6522133186,1334169972,6522133187,3070395767,3070395798,3070395817,3070396035,3070396072,6522135558"
302763982,"3070396540,3070396310,6522135555,3070396254,3070396244,3070396237,3070396118,6038732315,2992135648,3070396093,3070396085,3070396079,3070396071,3070396040,3070395815,3070395801,3070395782,6522133188,3070395766,3070395754,3070395741,3070395719,3070395675,3070395635"
302763984,"3070396328,3070396541"
302763985,"3070396547,3070396540"
302763987,"3070395371,3073425495,3070395374,3070395376,6519095432,3072256837,6519095429,3070395380,3070395382,3070395386,3070395392,3070395395,3070395399"
302763989,"3070395410,6514238929,3070395416,3070395419,3070395421,3070395431,3070395543,6514238931,3070395572,6514238932,3070395593,3070395618,3070395643,3070395712,6514238934,3070396038,3070396055"
302763990,"3070396055,3070395822,6514238935,3070395711,3070395613,3070395601,3070395588,6514238933,3070395565,6514238930,3070395550,3070395542,3070395536,5607516948,3070395429,3070395420,3070395418,3070395413,3070395411,3070395406,3070395403"
302763992,"3070395385,3070395383,3070395381,3070395379,3070395378,6519095430,5579284224,6519095431,3070395375,6521514235,3073425493,3070395371"
302764012,"3070396585,3070396737"
302764014,"3070396566,3070396623"
302764015,"3070396608,3070396613"
302764016,"3070396575,3070396630"
302764017,"3070396554,3070396601"
302764018,"6542688040,3070395410,3070395408,3070395405,3070395401,3070395403,3070395397,3070395394,3070395391,3070395389,3070395384,6542688038,3070395387,3070395385,3070395390,3070395393,3070395396,3070395399,3070395402,6542688039,3070395404,3070395407,3070395409,3070395412,6542688040"
302764020,"3070396036,3079717037,3073454962,3070396103,3073454970,3070396123"
302764021,"3070396111,3073454963,3070396088,3073454950,3079717036,3070395806"
302764022,"3070396562,3070396613,3070396745"
302765736,"3070437438,4931765343,4931765339,3070437435,3070437434,1334174927,1334174871,1334174736,1334174849,3107382083,345362512,3070253041"
302765741,"3070437323,3070437317,3070437302,3070437296,3070437287,3070437285,3070437282,3070437280,6307149674,3070437279,3070437275,3070437272,3070437273,3070437276,3070437277,3070437281,3070437284,3070437286"
302765758,"3070437135,3070437145,3070437150,3070437158,3070437174,3073058219,3070437208,3070437286,3070437299"
302765760,"3070437298,3070437197,3070437176,3070437161,3070437152,3070437142,3070437136,3070437135"
302769070,"3066448870,3070467248"
302769071,"3768408961,3066784900,3066784899,3066784898,3066784897,3066784896,3066784895,3066784894"
302769077,"3070467331,6545485687,3265628754,6545505250,3070474193,6545505249,3070467332,3070474133"
302769078,"3070474133,3070474134,6545505248,3070474192,6545505247,3070474174,6545485688,3070474135"
302772005,"3070496148,3070496163,6154089489,3070496160,3070499285,6154089382,3070496149"
302772006,"3070496151,6154089381,3070499284,3070496172,6154089488,6154089383,3070496164,3070496150"
302772010,"3070496161,6154089490,3070499289,3070499290,6154089485,3070496160,3070496172,6154089487,3070496173,3070496159"
302772011,"3070496163,6154089384,3070499288,3070496162"
302944271,"6542688039,3072256841,3072256840,3072256839,3072256838,6151736635,5607516944,5607516940,5579249119"
302944272,"5579249118,5607516941,5607516943,3072256844,3072256845,3072256847,3072256848,3072256849,3070395412"
302944284,"3066448853,6540491604,5579284295,5579284414,6150856256,6541039918,3756844396,6541039917,6568574012,6568574011,3072256900,6568574009,3072256938,3072256933,3072256901,6553401699,3072256902,3072256929,3072256930,6548113371,3072256903"
302944285,"3072256904,6548113373,3072256948,3072256905,6553401696,3072256906,6553401698,6568574005,3072256907,6568574007,6541039912,3756844394,6541039923,6150856508,5579284413,5579284296"
302944353,"3065616000,3072257127,6547847719,2237312077"
303011145,"3073058204,3073058205,3078568799,3073058206"
303011146,"3073058207,3073058208,3073058204"
303047248,"5579249110,6540491607,5579284307,5579283409,6150856504,5579284244,5579249109,5607511687,5579249108,5579283380,5579283375,3073425512,5579284289,5579249111,5579249115,6328318054,5579249112,5579249117,3073425594,3073425602,3073425607,3073425611,6542688038"
303047249,"3070395394,3073425613,3073425606,3073425599,5579249116,5579249113,5579249114,3073425516,6328153834"
303050358,"3070395806,3070396036"
303136207,"3074532141,3074532142,3074532143,6329927819,3074532144,3074532145,3074532146,3074532147,3074532029,3074532134,3074532030,3074532135,3074532136,3074532137,3074532138,3074532139,3074532140,3074532031,6329927820,3074532032,3074532133,3074532141"
303156022,"1616375968,3074776432,3074775980,3074776032,3074776273,3074776307,3074776716"
303156023,"3074776307,3074775987,5726561771"
303156026,"3074776273,3074775459,3074776243,3074776900,3074776857,3074775987"
303156034,"3074776471,5577074524,3074776204,3074775502,3074775507,1616375968"
303156035,"3074776716,3074776471,5577074541,5683215936,5577074526,3074776732,3074776691,3074776195,6154659418,3074776878,6154659417,3074776275,3074776879,4014840825,3074776523,3074776373,6538602302,3074775944,3074776369,3074776870,6154659415,3074776399,3074776692,3074776728,3074776351,3074776508,3074776674,5584945957,3074776871,3074776303,3074776645,3074776510,3074776514,3074776151,5584945991,3074776507,3074776371,3074776490,3074776397,3074776148,3074776201,6151762117,3074775941,6025450059,3074776454,5726546636,3074776350,3074776868,3074776152,3074776647,3074776730,3074776390,3074776527,3074776281,3074775466,3074776699,3074776386,3074776395,3074776447,3074776511,3074776694,6154491076,3074776731,6154491074,3074776150,4014841110,3074776347,3074776459,3074775964,3074776376,3074776707,3074776144,3074776496,3074776679,3074776219,3074776835,3074776146,3074776210,3074776873,3074776383,3074776650,3074776524,3074776491,6164095215,3074776494,3074776305,3074776212,3074775996,3074775975,3074776495,3074776845,3074776149,3074776452,3074776450,3074775465,3074776374,3074775463,3074776387,3074775509,6151829513,3074776382,3074775516,3074776521,3074776138,4014840809,6151829512,3074776673,4014840811,3074776706,3074776255,3074776349,5585953271,3074776341,3074776225,3074776282,3074776846,3074776370,3074776377,4014840812,3074776257,3074776218,3074776526,3074776456,3074776352,3074775513,3074776134,4014804701,6571073090,3074776372,3074775510,3074776653,4014840813,3074776913,3074775508,3074776455,4014840814,3074776137,3074776849,6556222899,3074776258,3074776655,3074776686,4014840815,3074775512,6556222896,3074776388,3074776652"
303157192,"3074792008,6524980898,3074792009,6053812571,3107382703"
303157194,"3074792010,3074792011,3074792012,3074792013,3074792014,3074792015,3074792016,6525020822,3074792006"
303157196,"3074792025,3074792026"
303157197,"3074792027,3074792028"
303157874,"1410502832,1410502762,6508783679,1410502737,1410502977"
303193270,"1333698920,3075296854,6506604511,3075296855,3075296883,3075296884,3075296885,6352679854"
303193271,"3075296869,6352679854,3075296870,3075296871,3075296872,3075296873,3075296874,6352679855,3075296904,3075296856,3075296857,3075296858,3075296875,3075296859,3075296900,3075296896,3075296860,3075296867,3075296868,3075296861,3075296862,6352679853,3075296863,3075296864,3075296865,3075296866,3075296869"
303193272,"3075296870,3075296886,6509553627,3075296877,1333762662,6149152778,4797033222,3502671821"
303193273,"3075296896,3075296895,3075296894,3075296893,3075296892,6506604513,6509647663,3075296891,1333698718,3075296890,3075296889,1333698844,3075296888,3752972616"
303193274,"3075296904,3075296905,3075296906,3075296907,3075296908,6506604514,1333699137"
303193275,"1333699018,6148933206,6506604515,1333699143,3075296897,3075296898,3075296899,3075296900"
303193276,"6149152929,1007923338"
303340082,"3076945431,6548145646,3076945432"
303340084,"3076947133,6548145645,3076947134"
303340086,"3076945432,3076947135,3076947136"
303340087,"3076947137,3076947138,3076947133"
303340095,"3076947158,3076947159,3076947160,3076947161,3076947162,3076947163,3076947164,3076947165,3076947166,3076947167"
303448716,"1334101703,6506991050,3078068402,6506991041,1333762761,6506687908,1334169735,3078068396,6506687906,3078068391,6506687904,3078068389,3078068383,3078068380,3078068377,3078068374,3078068372,3078068371,6506708609,3078068357,3078068354,6506708604,3078068351,1334169756,3078068334,3078067425,3078067424,6518561599,1334101698,6518561597,3078067418,3078067417,4442188662,3078067407,3078067400,3078067394,3078067387"
303448717,"3078067391,3078067393,3078067396,3078067398,3078067403,3078067409,3078067410,3078067412,3078067414,3078067420,6518561596,3078067422,6518561598,3078067426,3078067430,3078067432,3078068347,6506708605,3078068356,3078068359,6506708608,3078068362,3078068370,3078068376,3078068379,3078068381,3078068382,3078068384,3078068385,3078068387,3078068388,6506687903,3078068392,3078068394,3078068395,3078068397,3078068398,6506991044,3078068400,6506991042,1334101694,3078068401,3078068403,6506991049,3078068404"
303448734,"1333730225,6521815946,3078068349,6506708603,3078068354,3078068356,6506708606,3078068361,6521838198,3078068363,6521838200,3078068366,3078068367,6509731726,3078068368,6509731725"
303448735,"6567911204,1333730271,3078068369,6509731727,6521838201,3078068364,6521838199,6506708607,3078068359,3078068357,6506708602,6521815947,3078068348"
303503978,"3078638466,6514075749,6514090240,4086744235,6514090244,3507894103,6514090245,3507893953,3078638467"
303503979,"3078638468,6514090247,6514090246,3507894104,6514090243,4086744234,6514090239,3756786880,6514075750,3078638469"
303588282,"3756836863,6521965537,3079783229,3079783230,3079783231,3079783232,3079784433,6522071040,6151791927,6151791926,6522071042,3079784435,6522071049,3079784436,5160833459,3079784438,6522071051,3079784439,3079784440,3079784441,6151791939,6522018930,3079784437,3079784442,6522018933,6151791940,3079784443,6522018938,3066448913,6522018935,3079784444,3079784445,3079784446,3079784447,3079784448,3079784449,3079784450,3079784494,6568551119"
303588283,"5160833458,3079784469,6522071048,3079784468,6522071043,5160833471,5160833468,6522071041,3079784466,3079784465,3079784464,5160833423,3079784463,3079784462"
303589302,"3079802177,3079802180,6514008323,3079802179,6514008325,4415600150,6525623848,3079802178"
303600777,"6164187558,1759885224,3001685725,5160833293,3079965030,3079965031,3079965032,3079968933,3079968934,3079968935,3079968938,3079968936,5160833243,3079969032,3653728693,6152046226"
303600798,"3079969011,4086955590,4461876001,4461936387,3079969010,5578958459,5578958460,5578958461,5578958462,5578958463,5578958464,5578958465,5578958466,5578958467,5578958468,5578958469,5578958470,5578958471,5578958473,5578958476,5578958472"
303600827,"1038395053,5589362149,1038395022,3079969151,3079969150,2171008481,2174824826,5023218719,2174824873,5023218736,2171008267,5023218735,5023218687,2171008289,2174824801,5023218703,5023218701,2174824870,2171008393,5922525999,2171008343,2171008443,2899118187,2171008479,5699515261,2171008459,5699505722,2171008342,2171008402,2171008406,2171008387,2217366879,2171008474,2164044641,2164044590,2164044598,5018670579,2164044710,5018670580,2164044660,2164044689,1038395042,2465407359,2895828765,2895828767,1036552669,2895828784,6152070435,2895828798,2895803948,1036552637,2180045071,1036552419,1036552314,2180044974,1036552217"
303601736,"1334170249,2991010982,6040711608,2991010985,2991010986,2991183904,2991010983,6522193850,3050546116,2991010980"
303610999,"3644874401,6511969870,6537309905,6511969874,3756813339,6511956365,5160833418,5160833420,6512105992,5160833388,3756813340,3756813337"
303615133,"3080182101,3080182151,3080182118,3080182062"
303620849,"1334305279,6569162501,1335188412,6164093323,1335188401,6569162485,1964045008,6569162487,420248271,1335188499,420248272"
303620850,"2236907037,6521850147,6158790464,6158804949,6521769884,2236907044,6521798585,3259983664,3259983663,3259983661,6163487232,6522207212,3259983646,3259983639,6521798593,2236907010,6521798595,4005711381,2236907040,3080245336,3080245341"
303620853,"2236985081,6518904954,6518985871,3758679613,6518985874,2236985095,6518906181,2236985099,6518906184,6522141661,3758679615,2236985092,6518994085,3758679622,2236985079,3259983526,3259983544,3259983548"
303620854,"6525551340,6167841678,6525097485,6149920096,3780575108,6522082943,1616377730,1616377728,1616377725,6525123240,1616377723,1616377721,6522082941,3759836233,6522082939,1616377704,6149821824,1616377702,6149821859,1616377701,6149822076,6529226426"
303633648,"3080338896,3080338845,1334305832,6158485690,5598585122,1726782003,1334305313"
303633654,"5579200482,5579200483,6158618067,6513410272,6163923722,6513401980,1726782019,420248181,6158618039,6513401978,6513419915,6513463685,1726782023,6513419913,420248182,6513467124,6513467122,1726782026,6513467120,6513449603,420248290,6513449601,6513449599,6513449597,1726782029,6513449595,6513481565,1726782030,6513481563,6513481561"
303633663,"2236967828,6511441646,6296194582,2236958426,2236958424,6296194601,2236958411,6296194614,2236958415,6509956198,2236967829,6509956200,6164901417,2236958413,2236958421,2236958422,5577390034,2236876112"
303633670,"3080338897,6513795162,6513777830,6513777827,6149031468,5441310684,5441310681,6513777819,6513777818,6513806150,3080336285,6513806148,3080336288,5441310636,5441310647,3080338929,6513831947,6513831946,6513831943,3080338992,6513831941,3080338848,6518909853,3080338949,3080336277"
303633677,"1334305400,6519129593,1334305652,1334305607,3080338928,3080338935"
303633679,"1334305523,420248173,1335188431,2236876078,3514807731,3514807732,420248172,6518825026,420248171,2236876088,2236876068,6518825028,6149138529,6518825030,6518805053,6518805051,3080338988,2236876098,420248176,6518607319,6518596007,6518596006,6545679844,3080338940,3230311714,420248175,420248166,6545537282,2236967827,6545537284,6513886272,420248282,6513886274,2236876103,2236876061,6509956202"
303633686,"5579200484,3080336331,1334305398,3080338983,3080338899"
303633692,"2236876082,6509957153,6514086242,6518486375,1533987662,3080338913,3080338893,5577390036,3080338882,5577390037,1334305847,6513558417,3080336312,6513558419,1334305446,1726782058,6513553311,3080336291,6513553313,1334305698,3080336267,1726782049,6513497165,3080339012,1334305221,6513497167,6513497174,1726782044,6513497170,2991194709,6513497172,6513497176,1726782040,6513497178,6513481562,1334305498,6513481564,6513449594,3080338979,6513449596,6513449598,6513449600,1334305806,6513449602,1334305357,5598585133,6513467119,1726782025,6513467121,6149139685,6149138575,1334305609,5579200490,6513419912,1726782021,6513419914,1334305730,6149031412,6513401977,6158618038,1334305783,6513401979,6163923723,6513410271,6158618068,3080338886,3080336331,6513410273,3080338870,6513373784,1334305635,6513402186,6513367903,1334305429"
305403551,"3100254325,3100254324"
305403552,"2476121619,5589350511,6151425803,3100254325"
305994977,"3107381450,3107381432"
305994979,"3107381433,3107381451"
305994986,"3107382703,6053812572,3074791999,3074792010,3074792000"
319574362,"3259983604,1334204328,3758679598,3259983576,6525048040,6525048039,1334204319,6525048038,6525048037,1334204425,6525048035,6525090497,1334204410,6525090498,6525306323,6525306325,1334204364,6525306349,1334204349,6525306350,3259983364,6158480013,1334204303"
319574368,"2236985083,6518750097,2236985093,2236985087,2236985104,3259983604"
319574376,"6165228147,5578876897,6512201442,5578876911,6518881824,5578876899,6518881823,6518881821,5578876896,5578876895,3259983691,6518765222,6518881813,3514937583,6518765223,6518765225,1334344663,6518781286,6518781290,1334344574,6518781293,6518761604,1334344594,6518761606,6518761608,1334344672,6518761610,6518750090,1334344534,6518750093,6518750095,3259983549"
319574377,"3259983552,6518750096,6518750094,3259983579,6518750091,6518761611,3259983592,6518761609,6518761607,3259983617,6518761603,6518781292,3259983655,6518781291,6518781287,3259983672,6518765226,6518765224,3514937582,6518881812,6518765221,3259983690,5578876892,5578876893,6518881820,6518881822,5578876898,6518881825,6512201441,6512201443,5578876894"
319574410,"1334204322,3259983535,6518909385,3259983548"
319574414,"3259983544,6518909386,6547928735,3259983524"
321069026,"3277836263,3277836272"
321069028,"3277836249,3277836257"
321069029,"3277836271,3277836261"
321069033,"3277836256,3277836248"
321069051,"3277836305,3277836304,3277836302,3277836301,3277836300"
321069052,"3277836425,5896858549,3277836424,3277836423,3277836421,2991010990"
321069054,"3277836300,3277836298,3277836299,3277836297,3277836294"
321069060,"3277836253,3277836250,3277836245,3277836242,3277836244,3277836248,3277836249,3277836251,3277836262"
343244742,"6511756347,1333698940,1333698765,2990955416,2990955412"
343372626,"1759885586,2990909318,2990909317"
343417844,"3070108205,3502583013,3502583014,3502583015,3502583016,3502583017,3502583018,3502583019,3070108203"
343421240,"1759885584,4791333345,4791333341"
343421249,"6509727481,2990909297,2990909303"
343466201,"3502946442,3502962653,5578857486,3758943954,3503068083"
343467300,"3503023209,3758714471,3758714469,5578857482,3758714467"
343469113,"3503023203,3503125610,2236993363,3503125611,2236993359,420248882"
343474513,"3080182153,5578857477,5578857476,5578857475,5578857474,3503040938,5578857481"
343474524,"3758714470,3503048161,5578857466,5578857519,3758714472,3503023204"
343477745,"5578857511,6538626223,3504394176"
343481061,"3503107854,3503094062,3503094063,3503096420,3780583108,3504444176,3503096421,5578857764,6518695157,6518695156,6570781716,5578857741,5578857742,5578857743,5578857744,5578857745,5578857763,5578857746,5578857747,2237226012"
343481062,"1334202693,5578866874,6518654830,6518654829,1334202738"
343483185,"5578857516,3540455696,3503129803,3514798236,3503129806,5578857733,5578857732,5578860032,5578857738,5578857731,5578857734,5578857735,5578857781,3504455770,6519028732,6519028733,5578857736,5578857737,3758714474,5578857483,5578857728"
343619936,"5578857727,3758714475,6038384929,5578857724,3758714476,5578857723,6519028728,5578857740,3504398927,5578857739,3504394170,3540577162,3504394172,6519028727,6519028726,3504394173,5578857722"
343627475,"3504444176,3504444178,3540581099,3540581100,3504444179,3504444177"
344018782,"1334355619,6521280504,3754618597,3078638468,3078638467,420266043,6514126062,1334355634,1334355685,6518655357,1334355654,6518655355,1759885299,1334355638,6530352678"
344206166,"1663656992,1626463954"
344206170,"3509559810,6507200995,6507200998,3509563902,6506938951,3509563903,6506933933,6507090168,6506933929,6158589247,6553435890,3509563905"
344285332,"3510250187,3510250188,6553523250,3510250189,6553523252,3510250190,6553523254,6553422669,6553422671,6553523256,3510250192,3510250593,6506642084,3510250594,6553406487,3510250595,6553406485,3510259298,3510250596,3510250597,6509251135,3510250598,6509251143,6509251142,6509251140"
344285928,"6509251141,6509251144,6509251145,3510230538,6509251131,1333762625,1333730716,1333763220,6553400384,1333730210,6553406486,1333730197,6506642083,1333730377,1333763022,6553523255,6553422670,6553422668,6553523253,6553523251,1333762525,6553523249,6506674552,1333762560"
344299769,"3509563905,6553435892,6553435891,6506933927,6553435887,3510433605,6553422684,3510433606,6553422682,3510444637,6506643185,3510433608,6553422673,3510433609,3510433610,6553422671,6553422670"
344300433,"6553422668,6553422669,3510441434,1333762678,6553422672,3510441435,6506643186,1333763179,6553422681,1333762906,6553422683,1333763222,6553435886,6506933926,6553435893,6553435894,1333763264,6553435889,6553435888,6506933928,6506933932,3509934037,6506938950,3510441437,3510441438,6507200997,6507200996,3509559811"
