wayid,nodes
693344583,"6507267337,6507278700,4071004429,4071004427,3510336894,1333699071"
693344584,"1333762747,1333698745,3753094698,6507267337"
693344758,"1333698604,6509429742,6509105576,6507267331"
693346216,"6509145461,6506790208,4076699794,6509130429"
693346219,"6149152893,6507058153,6509130424,4076699794,6506790209,6149152884"
693346882,"1333699147,6509171891,6507267327"
693346883,"6507267331,6509171893,1333699147"
693346960,"6509130426,6509130424,6509130425,6509145461"
693346961,"6149152884,6509130427,6509130429,6509130426,6509130428,6149152893"
693356283,"4884751772,6509254218"
693356284,"6509244314,4884751772"
693356567,"6509429736,6509429744,1333698604"
693359318,"6507267327,1333698738"
693360948,"6509254218,6507056644"
693362232,"1759885587,6509332113"
693363114,"6509333952,6509333948,1333730336"
693363115,"1333730336,6509333944,6509381710,3755512854"
693366432,"1333698744,6509588937,6509588938,1333698868,1333699167"
693366433,"3755512849,1333698957,6352710562"
693368215,"6509398289,6507198870,1663656991,1663656992"
693369517,"6509332113,1759885586"
693370338,"6509407855,6509171892,6509147251"
693370339,"6509407853,1626440322,6509105577,1626440340,6509429743,1333698752,6509429739,6509429747,1333698622"
693370340,"3753085042,1333699066,6509251136,6509251142,6509251144,6509251134,1333699152,1626440269,6509407855"
693370341,"6324754211,6324754204,6509407858,6324754195,6324754201,6324754212,6324754214,6509407856,6509407855"
693370796,"1036552555,6509620467,1759936714,1036552243"
693371411,"1333699071,6509429736"
693372074,"6509442940,6508977294,1333698992,6149152929"
693372075,"1036552636,1759936616,6149152912,6508977290,1759733843,6508977292,6509442940"
693372076,"6509442941,6508977288,1036552636"
693372077,"2990909954,1036552312,1759936603,1036552418,6508977285,1759936605,6508977286,6509442941"
693372342,"6509443706,6507198865,1626463954,1333730455"
693384227,"3765412848,6506880804"
693392827,"4076699789,6509663011,1036552343,6511379011,1333762584,1333762542"
693392828,"1036552243,6511379018,3752633187,4076699789"
693392831,"6509620470,6509620468,1036552555"
693392832,"6149152929,6509425410,6509442938,1759733846,6149152922,6509442936,3681752522,6509620470"
693401021,"6509041769,1333699168"
693401023,"2990909275,6148986135"
693403431,"2990909293,6509727481"
693406003,"6509742448,6509742447,6509742446,6509742445,6539231512,6509742444"
693406005,"420248398,4828245158,6509742468,6539223069"
693406006,"420248398,4828245141,6509742460"
693406007,"420248362,6539231518,6509742461"
693406008,"6525422578,420248876"
693416043,"6509887479,2990909291,2988729561"
693416044,"6509894285,6509887484,6509887483,6509887482"
693416046,"3050578583,3050578582,3050578581,2988146961"
693416427,"2988146967,3070108203"
693416738,"6509841533,6532893616,420249128"
693416739,"3070108203,420249130,3070108206,6532893617,420249133,6509866284,420248635,6509841533"
693420940,"6509923798,6509923797,420249236"
693423330,"6509957157,6509957152,3080336292"
693423787,"6509956201,6509956199,2236953700"
693423788,"3080336292,2236938898,3514813275,2236953698,2236780162,6509956201"
693423789,"2236876082,3080336292"
693423790,"6509956202,6514086246,6509957154,2236876082"
693423791,"2236953696,6511441643,110518417,3514813279,668605129,3514813280,668605131,3514813281,3514813282,2236779049"
693551832,"6511441642,6511441644,2236967828"
693551833,"6511459622,3514813283,2236958419,3514813284,2236958417,3514813285,2236958423,2236958409,3514813287,3514813286,6511441642"
693551836,"3514813277,6511441645,2236953696"
693551837,"2236953700,6509956197,110518421,2236953692,3514813276,1036552496,3514813278,3514813277"
693555246,"6511476974,6511476965,6511476966,6511476967,6511476968,6511476964,6511476962"
693555247,"6511459619,6511476972,6511476973"
693555248,"6511476973,6511476974"
693556331,"3510593721,6511486330,6511486329,6511486331,6511482890"
693556333,"6511482890,6511486333,6511486332,3510593726"
693556336,"6511482888,6511486337,6511486336,6511486335,3510593718"
693556338,"1333762602,6511486338,6511486339,6511482888"
693557234,"5580787493,6511494075"
693558194,"1333303427,2623049963"
693558195,"420248648,6511464164,6509742478,6509742477,1333303475,6509629165,1333303427"
693559566,"1333318825,6336888813"
693559567,"6336888813,1333318838"
693560842,"6530526954,5577389407,5952187015"
693560843,"6511528160,6511491323,5577390041"
693560844,"5577390054,6511479710,6511528160"
693560845,"6511528161,6511478544,5577390054"
693560846,"5952309869,6511478031,6511528161"
693560847,"6511528162,6511478033,5952309869"
693560848,"5577390024,6543228751,6543245044,5577390031,6543245042,6543245040,5952309881,6543245038,5577389402,6511438533,5577390032,5577389403,6511438535,6511528162"
693560850,"4014778341,5580787929"
693560851,"6511528074,6511528079,4014778341"
693561044,"6511530544,6511530532"
693561045,"1334305431,6511530544"
693561046,"6511530540,6511616063,6511530534,6511530539"
693561047,"6511530541,6511530543"
693561048,"6511530538,6511530534,6511530537,3558684415"
693561049,"6511530543,6511530540"
693561051,"3558684415,6511530542,6511530539,1334208813,6511616060,1334305431"
693561052,"1334208813,6511530538,6511616061,6511530541"
693561292,"6511535682,1663656993"
693561293,"1663656994,6511535682"
693561413,"6511537345,6511537348,5580787932"
693561414,"5580787931,6511537350,6553806654,6553806653,6553806652,6511537345"
693561418,"6511537352,5580787931"
693561422,"5580787929,6511528076,6150746705"
693561550,"3050578576,6521277716,6521277715,6521277714,3050578582"
693561567,"6511530532,6511616062,6511530538"
693572334,"6511617877,6509866447,5580787935"
693572335,"5580787934,6511617878,6511617877"
693572339,"6511617883,6511617880,5580787934"
693572340,"5580787932,6511537346,5580787933,6511617883"
693580566,"6509887482,6509887481,6509887479"
693583342,"6511729296,5580787514,6511729297"
693583344,"5580787930,4014778340,6511528078,110518412,6511729300,6511729296"
693583861,"6512216493,4088171794,6512216488,1334344640,6512216485,5578857727"
693583862,"5578857728,6512216084,5578857484,6512216487,4088171793,6512216492,6512216494,5578876890,6512216496,6513553061,6512201448"
693585418,"420249430,6511793365,2990964274,6511765707,6511756347"
693606828,"6511955394,6511955396,1334305308"
693606829,"1334305308,6511955398,3510641733,3510641734,6521403849,3510641737,1333311093"
693606830,"6511955395,6511955399,3510641735"
693606831,"1036552199,3510641727,6521441101,420249313,6511955395"
693612924,"6512005387,6512005391,420249257"
693612925,"420249316,6511971354,3513917843,420249346,3513917844,6530536095"
693624122,"6512122428,5221839194,6512122425"
693624123,"6512113199,6512113198,6512122424"
693624124,"5221839197,5221839198,5221839199"
693625351,"5221839155,5221839154,5221839153"
693625352,"5221839153,5221839152,5221839151,5221839150,5221839149,6512122429"
693625353,"6512122424,6513466768,5221839158"
693625354,"6512122430,6512113201,6512113200,6513308622,6512113199"
693625356,"6512122425,6512111079,5221839197"
693625357,"6512122426,6512111075,6512122427"
693625358,"6512122427,6512111074,6512122430"
693625359,"5221839128,6512122428"
693625360,"6512122429,5221839128"
693625361,"6512111077,6512111076,6512122426"
693625793,"5580787517,6554101046,6512123387"
693625794,"2236779047,6511494074,6511459619"
693625795,"6512123388,110518413,5580787517"
693625796,"6512123387,6511494073,2236779047"
693626041,"6512127937,6512127936,1334305720"
693626042,"1334305337,6512114743,1334305219,3077384370,420249364,6366003401,1334305272,6366003399,420248432,3757552973,1334305798,6512127937"
693626425,"2990964271,6512131176,6512131175,6512131174,3507931026"
693631859,"6512177831,6512177833,5598615219"
693631861,"6165228147,6512201446,6236364798,6512177831"
693631863,"6512177832,6512177836,3780591738"
693631865,"3780591738,6512177834,3780591748,6513640159,6512201449"
693634621,"6512201441,6512201440,6512201439,6512201437,6512201438"
693634623,"6165228149,6165228147"
693634624,"6165228148,6165228149"
693634627,"6512201448,6512201444,6165228148,6165228147"
693634628,"5578876894,6165228148"
693634629,"6512201449,6512201447,5578876897,5578876894"
693635355,"3068693673,3068693633,6235808379,3068693634,3068693635,6308447059"
693635356,"3068691932,3068693673"
693635610,"6512210620,6512216497,5578876891"
693635611,"5578876894,6512201445,6512201438,6512210620"
693636327,"6512216489,6512216493"
693636328,"5578876891,6512216495,6512216489"
693637004,"3504455761,5578857728"
693637005,"5578857727,3758714470"
693752880,"5221839158,6513466769,5221839155"
693764942,"6513481561,6513497179,1726782043"
693764943,"6513558421,6513558418,3080338976,5577390039,3080336274,5577390038,3080338834,6149139936,3080336265,6518486374,6509957157"
693770127,"6513550853,6513497168,6513497164"
693770128,"6513550855,6513497171,1726782046,6513497175,6513550853"
693770129,"6513550854,6513497173,6513550855"
693770130,"1726782043,6513497177,6513550854"
693770802,"6513552909,6513553314,6513553315"
693770803,"6513497164,6513497166,1726782052,6513552909"
693775240,"6513635431,6513635429,5160833586"
693775241,"6513635424,6513700419,6513573126,5160833590,5160833589,5160833588,5160833587,6513635431"
693775242,"6513635432,6513573124,6513635424"
693775243,"3756830668,5160833591,6513635432"
693775628,"6513629192,6513558420,6513558421"
693775629,"6513553315,6513553312,420248293,1726782060,6513629192"
693777256,"6151647875,6521855204,6521855205,6521904276,3133602334,3133602333,6521904278,6521904279,6521904282,3133602331,3133602330,6521884440,3133602329,6521884442,3133599728,3133599727,3133599726,3133599725,6521884444,6521884447,6521884445,3133599723,4281263369,3133599721,6521847178"
693777257,"6513652534,6513652533,6513632364,6513652532,6513632363,6513638575,6513652531,6513638573,6513697593,6513652530,6513697591,6513697589,6513652529,6513697587,6513700150,6513652528,6513700148,6513652527,6513700146,6513652526,6513700144,6513700142,6513652525,6513652524,6513652523,6513700138,6513700139,6513700136,6513691664,6513652522"
693779491,"5579308244,6513635428,5160833536,3449984098,5160833535,5160833534,6539951231,5160833533,5160833532,6513700418"
693779492,"6513700418,6513573127,6513635425"
693779493,"6513635425,6513573125,5160833531,3756830664"
693779495,"6513700421,5160833577,5160833518"
693779496,"5160833586,6513635426,5160833584,5160833583,5160833582,6573460840"
693779662,"6151661182,6513691663,3133602352,6513700135,6513700141,6513700137,3133602350,3133602349,3133602348,3133602347,3133602346,6513700143,3133602345,6513700145,6306157896,3133602343,6513700147,6151647908,6513700149,6513697586,6166498993,6513697588,6513697590,6151647895,6513697592,3133602338,6513638572,3133602337,6513638574,6513632362,3133602336,6513652535,6151647892,6513652534"
693782504,"5160833550,6513736604,5160833519"
693782505,"5160833521,6513553469,5579308232,5160833544,5160833543,5484867463,5160833542,5160833541,5160833540,5160833538"
693782506,"5160833538,6513635427,5579308244"
693800835,"6513912970,6513553466,5160833521"
693800836,"5160833519,5160833549,5160833548,5160833547,5160833546"
693800838,"6513912971,6513553472,5160833520"
693800839,"5160833520,6513553465,5579308242,5160833580,5160833579,5160833578,6513700421"
693808601,"1335188404,6514058585,6514053084,6514053082,6514053083"
693808602,"6514058590,6514058589,6514058588,6514058587,6514058586"
693808603,"6514058594,6514058593,6514058592,6514058591,1334305246"
693808604,"3758628446,6514058598,6514058597,6514058596,6514058595"
693810749,"3758628443,6521539000,3758628446"
693810750,"1335188404,6514063526,1334305184"
693810751,"6514058594,6514063522,1334305562"
693810752,"6514058590,6514063529,1334305620"
693810828,"6514069945,6514289016,3070397131,3070397238"
693810829,"3070397238,6514289018,1334170230,3070397243,3070397245,1334169909,3070397246,1261835367,3070397252,6040791057,3070397253,3070397255,6164917315,6514299282,6164917332"
693811293,"6514058586,6158547015,6521538999,3758628438"
693811294,"1334305620,3758628447"
693811295,"3758628447,6514063527,6514058595"
693811296,"3758628447,1334305184"
693811297,"1334305562,1334305620"
693811298,"1334305184,1334305562"
693811299,"1334305184,6514063523,6514053083"
693811300,"1334305246,1334305320,1334305353"
693813884,"6507235993,1333699153,6507240835"
693818949,"6041152019,6041152000,3070253328,3070253324,3070253320,3070253315,3107382699,3070253295,6514134774"
693819138,"6514134774,3070253292,6507250125,3070253289"
693819570,"6514116240,6507261915,3070253039"
693819571,"3070253039,6508908809,6162980252,3070253036,3070253035,6540389282,3078569648,6514152838,4080983396,3070253033,3070251731,6538256713,6514250139,2991182632"
693839072,"6514250136,6546018035,6538283388,6514250135"
693839073,"6164917307,6164917334"
693839074,"6164917332,6164917307"
693839075,"6164917335,6164917332"
693839076,"2991182632,6164917334"
693839078,"6164917315,6514299276,6546018039,6546018030,6546018032,6546099476,6164917320"
693841068,"3070396769,3070396782"
693841069,"3070396796,3070396791"
693841074,"3070396820,3070396813,3070396807"
693841076,"3070396807,6546223479,3070396802,3070396799,3070396796"
693885802,"6528582408,6528599690,2988146953,3070108202,6528599685,6528562483,2990909265"
693885804,"2988146981,3068684710,4660405966,2988146972"
694202154,"2991011032,2991011025,2991011009,2991011005,3050546078,3050546079,2991011001,2991010997,3050546080,3050546081,2991010989,3050546082,3050546083,2991010978,2991010967,6522157064,2991010964,2991010961,3050546115,2991010962"
694303534,"5579203336,3759834789,6149771940,5579203334,3759834792"
694309720,"6518607318,6149139731"
694309721,"3759834809,6518607320,6518607318"
694309723,"6149139747,6518837620,2236876074,6518837617,2236876114,2236876086,6518825032"
694309724,"6149139731,2236876102,6149139747"
694313746,"6518657534,6518804275,6518652946,6518652943,6518652944"
694313747,"6518652944,6518652942,6518652947,3787157909,1334202690,6518657535"
694313748,"6518657535,6518657529,1334202709"
694313749,"1334202709,6518657532,3787157928,3787157938,1334202760,3787157940,6518654832,6518654827,1334202652"
694314742,"6518634971,6518659356,3070300073"
694314743,"3070300076,3070300078"
694314744,"3070300073,6518659354,6518634969,3070300076"
694314745,"2992135735,3070300061,6518646047,3070300064,3070300066,3070300067,6518634971"
694316020,"6518655358,1759885282"
694316021,"5547863091,1759885331,3001689878,1759885304,1759885300,1759885296,6518655356,1759885289,6518655358"
694319376,"420248882,5578857722"
694320789,"6518723489,6518733140,3070300084"
694320790,"1333256838,6518634961,6518723489"
694320791,"3070300078,6518634967,6518634963,1333256838"
694323002,"2236993358,2236993360"
694323003,"3259983613,3259983604"
694323004,"2236993360,3259983613"
694323005,"5578857514,6518985882,6518985879,6518725042,2236993360"
694323006,"3259983604,2236993358"
694323007,"2236993358,6518725043,5578857511"
694323221,"6518727275,3070300088,6518727278,3078041919"
694323222,"3070300084,6518733138,6040696796,6040696792,6518727282,1334169644,6518727280,6518742046,6518742044,6518727275"
694324285,"420248216,6521693552,2236985110,3758681771,420248215,6163640812,6521798594,420248218,6521798592,6151754029,6521798586,420248210,6521769883,6521850146,1723947750"
694324286,"6521687983,2236897567,2236897551,3080245342,6163640806,6521693553,420248216"
694324287,"6151755515,6151755514,6522082057,4088171799,2236970182,420248222,420248214,3759043528,1334305691,3758621782,1334305840,420248208,1334305458,420248209,1335188477,6332499090,6332499086,1335188602,6570356455,1334305279"
694327029,"6518778046,6518852239,3070300101,1333279736"
694327030,"1333279736,6518778049,6528451218,3070300105,3070300107"
694332721,"3259983548,2236985083"
694332722,"3259983613,6518725044,1334204391,1334204397,2236985105,3259983552"
694333991,"6518825032,6518825031,6337487545"
694333992,"6337487545,6518825029,6518837616,3514807734"
694337763,"6518852233,3078294471,3078294472,3507197238,345362486"
694340249,"3758679616,6518906183,3080245346"
694340252,"3080245346,6518906182,3758679620,420248217,3758679619,6518904955,1334204390"
694340253,"2236985102,2236985085,3080245347,6518904952,2236985081"
694340255,"1334204390,6518904953,3080245345,2236985112,3758681783"
694341489,"2236907039,6518988013,3759819461,6546095392,2236907028,6546095390,2776488548,2776488541,6149031462,2236907011,6149031466,2236907015,2236907045"
694341679,"4797760771,6518887463,1759885465"
694341680,"5568437026,1038395051,3078294475,1759885458,6518887467,1759885462,6518887465,4797760732,4797760771"
694345815,"6518935862,6518935863"
694345816,"6518935863,6330024814,5577389393,6518935860,6518987189,5577390092,6518987186,5952238035,6150083602,6543228759,6543228756,6543228755,6543228753,5577390024"
694347640,"6518986322,2236897545,1334305523"
694347641,"420248272,2776488536,6149031461,6546095389,2236897554,6546095391,6518988012,1334305846,6518988014,3290460172,2236897563,3080336277,3080245333,2236897561,1335188443,6518986322"
694348588,"6518988016,6518988015,2236907039"
694348589,"3080338949,2236907035,3759819466,6518988016"
694350582,"5577389396,6518965359"
694350583,"6518965358,5577389392"
694350584,"5577389392,6149845395,6519113834,6519113830,6149845540,6553429791,6518935862"
694350585,"5577389394,6543228752,6543228754,6543228757,6543228758,6150083742,6518987185,5952238034,6518987188,6521424941,6518935861,6149845374,6518935864,6553429792,6521384697,6519113831,6519113835,5952309798,6149845546,5577389396"
694355104,"6519028733,6519028734,6519028735,6519028736,6519028737,3758714476"
694355105,"6519028740,5578860030,6519028739,6519028738,5578857734"
694355106,"3503129806,4873159342,6519028740"
694357197,"6519058508,6548496964,2237273353,4871549228,6553218955,6548496962,6548496960,2237276478,6548496958,6548542833,2237276476,6548542831,6548542829,2237226038,6548542827,6548542824,6548542822,1334198485,6553218949,6519058506,420248986,6553253370,2237226034,6553253367,2237276470,6553253365,2237261630,420248435,3074485672,2237226032,3074485673,420248442"
694357198,"2237261586,6553253363,2237261584,2237261602,6062519530,6553253364,2237261673,6553253366,2237261674,6092826142,6040785953,6040785954,6553253369,6519058507,6553218948,2237261669,6548542821,6553218954,6548542823,6548542826,2237261680,6548542828,6045462204,6045462200,6548542830,2237276474,6548542832,3514882562,3514888981,3514862380,6040889466,6040889751,6548496957,2237276472,6548496959,6045461650,6548496961,2237261609,2237273352,6548496963,6040703752,6040703758,6045461639,6045461983,6040703762,6045461594"
694357199,"2237226012,6538634806,6519058495,2237264669,6519058494,6519058501,1334339027,6519058502,6519058505,6519058496,2237271275,6519058497,6519058385,2237271277,6519044683,6519058508"
694357200,"6045461594,2237261686,6045461590,6519044682,2237271276,6519044684,6040703726,6040703768,6519058512,2237271273,6519058510,6519058511,6045461588,6519058504,6045464354,6519058503,2237261643,6519058500,6045461393,2237261620,6040703709,6519058499,2237264664,6519058498,2237261633,5578857459"
694357201,"5578857459,5578857480"
694357202,"5578857481,2237226012"
694361611,"6519104675,6519062590,3079784513,6519062592,5160833567,5160833566,6511969861,3756833433"
694361612,"4428039265,6519062589,5160833162,6519104676"
694362510,"1334305429,6513367905,6152141013,6513267464,1334305377,6513267466,6152141010,6513287749,1334305829,6513287751,1334305781,6513287753,1334305584,6513287755,6513266600,1334305528,6513266602,1334305340,6163923739,1334305330,6513237910,5598585121"
694362511,"5598585121,1726782003,6513237912,1334305433,6513222609,1334305702,6513222611,6513222613,1334305741,6513222615,1334305727,6512229141,1334305672,6512229143,1334305676,6512226947,1334305475,6512226949,1334305421,6512221361,1334305195,6512221363,1334344681,1726781982"
694364082,"3080336284,1334305849,6519129595,1334305572"
694364083,"1334305572,1334305338,6519129594,1334305648"
694488792,"6521099198,6521099197,6521099193,6521099196,6521099195,6521099194"
694488793,"6521099203,6521099202,6521099201,6521099200,6521099199"
694502083,"420266033,6521265310,3078638473"
694502424,"6521279386,1334355619"
694502425,"3078638473,6521265312,1759885255,1334355658,1334355664,6521279386"
694506732,"6521315259,6521315260,6521315261"
694510925,"6521341380,6521341379,6521341378,6521341377,6521341372,6521341376,6525007351,6521341375,6525007350,6521341374,6521341373"
694511395,"6521381386,6521381385,6521321784,6521321783,6521321782,6521321781,6521321780"
694518839,"6521430313,6521430312,1759885418"
694518840,"5547863089,1759885379,3754619345,3078638438,6521418852,6521430313"
694530227,"1333698791,6511459628,420249023,6511459626,1333698586,6511588293,6045401784,6045414787,6511635479,420248815,6511635477,6525317631,6525317622,6525317624,6511635476,6525317626,6525317620,6525317627,6509742431,420249139,6525355442,6509742429,6525365754,420248863"
694544551,"1723947750,6521850149,2236970179,4088171800,6522082058,6151755515"
694544552,"2236907025,6570356456,2236907032,2236907019,2236907026,2236907012,2236907053,2236907033,2236907023,4062782240,2236907046,4088171804,6151755516,6522082056,6151755513,6151755512"
694544556,"3080245353,6521687979,3080245356,6521687982"
694544557,"5578716439,6525551341,6525551338,6525551337,6525551336,6525551335,6525551334,6525551333,6525598578,6525587170,6525551332,6525598580,6525551331,6528562451,6528562450,6528562448,6525551330,6525551340"
694544838,"1334305602,6512005388,1334305553"
694544839,"1334305395,6512110489,1334305851,3757397689,3760306755,1334305602"
694545127,"5160833115,6521677958,6521677957,6521677956,6521677955,6521677960"
694545128,"6521677960,6521677959"
694545387,"3080245341,4005711380,2236907048,6151755186,6521927063,2236907014,6521687981,3080245351"
694545790,"6521692504,6521549169,6521692492,6521692502,6521692501,6521692500,6521549167,6521692499,6521692498,6521692497,1334305193,6521692503,6521692496,6521692495,6521549168,6521692494,6521692493,6521692504"
694550809,"3080245351,3080245356,3080245352,5578716441,2236985102"
694550810,"3758681783,6521687984,6521697985,6521687982,6521687983"
694550811,"6151755512,6151755518,4088171805,2236907054,6163640934,6521850150,2236907037"
694560802,"6521847178,6521847177,6521847176,6521847175,6521884446,6521884448,6521884443,6521847174,6521847173,6521855203,6521847172,6521884441,6521847171,6521884439,6521847170,6521847169,6521904281,6521904280,6521904277,6521847168,6521904275,6521847166,6521855206,6151647875"
694567985,"6521934336,3510593375,1036552651,6507035981,1036552204,6507035980,1036552147,1410502971"
694567986,"6521934337,6521934336"
694567987,"6521934339,6506437433,4071018893,1410503036,1036552333,3510593372,1410502711,3510593373,3510541524"
694567988,"6521934338,6521934339"
694571515,"6521961571,6521961570,1759885441"
694571516,"1759885441,6524316046,1334352275,6521961566,6521961564,1759885447,6568078337,3507204118,1334352337,1038395021,5568437026"
694574266,"3079783227,3079783228,3756836863"
694574267,"3070467248,3079783222,3079783223,3079783224,3079783225,3079783226,3079783227"
694579662,"6522018928,6522018931,6522018929"
694579663,"3079784492,3079784493,6537725354,6524915565,3079784502,6524915566,6524911092,3756834704,3079784491,3079784509,6524911094,3079784490,5160833145,6524911096,3079784489,3079784488,3079784487,3079784495,3079784486,3079784485,3079784484,3079784483,3079784482,3079784481,6522018934,3079784480,6522018937,3079784479,3079784478,3079784477,6522018932,3079784476,3079784475,6522018928"
694579741,"6529226426,1616377699,6149822094,1616377678,1616377673,6532205340,1616377671,6532205338,1616377668,6149727110,6149727117,1616377659,6149727119,1616377602,1616377599,1616377601,6149726985,1616377600,1616377598,1616377597,1616377596,5578714748,6149727134,6529226425"
694581509,"1616377700,6522047824,6522047823,6522047822,6522047821,6522082938,6522047820,6522047819,6522082940,6522047818,6522047817,6522047816,6151631014,6522082942,6522047815,6525070984,6522047814,6525551339,6149919979"
694581510,"6149919979,6149919801,6528562449,1616377746,6528562452,6149764494,1616377749,6151630473,6525598579,6525598577,3259983504,6149919817,6149919822,6149919812,6149919803,1616377751,6149919815,6151755197,3259983516,6521927061,3080245353"
694583899,"6522083144,6507261905,3070253290"
694583900,"3070253071,6507261909,6054228519,3070253075,6508914069,3070253082,6507261907,3070253275,3070253285,6522083144"
694584727,"6522071037,5579284235"
694584728,"3066784903,6522071037"
694584729,"3756836862,3079784460,3079784459,3079784458,3079784457,3079784456,3079784455,3070467247"
694584730,"3079784462,6521965536,3079784461,3756836862"
694584735,"6522071050,6522071052,3079784470,5160833458"
694584736,"6522018929,3079784474,3079784473,6151791761,3079784472,3079784471,6522071050"
694584824,"6324428231,6506459276,6522094691"
694586846,"6522095121,6522095120,6522095119,6522095115,6522095118,6522095116,6522095117"
694588284,"1335188575,6522082059,6151755514,6151755513"
694590823,"6522135548,3070396296"
694590824,"3070396296,3070396328"
694590826,"1261738019,6522135549,3070295886"
694590827,"3070295886,6522135550,6522135551"
694590832,"6522135551,6522135554,6522135548"
694590833,"3070396099,3070396110"
694590834,"6522135558,3070396099"
694590835,"3070396110,6522135556,1261738019,6522135551"
694594967,"6522130005,6522130004"
694594968,"6522130004,2991010969,2991010968"
694594969,"6522130007,6522130006"
694594970,"2991010962,6522157063,6040669298,6522130007"
694595763,"6040669253,2991010979,1334170249"
694595764,"6522130006,6040669272,3050546120,6040669232,2991010972,2991010976,6040669253"
694598418,"6522193851,2991010994,2991010992,3050546118"
694598419,"6040711614,2991010981,2991010990,3050546117,3277836422,2991010993,2991010996,2991010995,6522193851"
694600787,"2991010980,2991010971,1726781945"
694601504,"3259983548,3259983552"
694601505,"3259983549,3259983544"
694601892,"1726781969,2991183906,4088228097"
694734176,"6524648544,5020834330"
694734177,"3001489825,6524648544"
694734178,"6524648545,3001489825"
694734181,"6525165051,6326748876,6524299646,6525165062,6525165052,6525165060"
694740556,"4779885754,6521315259"
694741347,"3050546057,3050546058,3050546074,3050546059"
694741348,"3050546059,3050546060,3050546061,3050546062,3050546075,3050546063,3050546064,3050546065,3050546066,3050546067,3050546076,3050546068,3050546069,3050546070,3050546071"
694747803,"5020834373,5020834374,5020834375,5020834376,5020834377,5020834378"
694747806,"3002053666,6524786801,3133599719"
694747807,"6524786805,6524786802,3002053666"
694747809,"3002053668,6524786805"
694750604,"6530393386,6530393385,6530293281,6530293284,6530392747,6524846320,6524846319,6524846318,6528564577"
694750609,"6524846358,6524846357,6524846354,6524846356,6524846355"
694750784,"5585953231,2237282648,6524863557,5585953243,6524863555,5585953239,5585953240"
694750786,"3065007419,3065007420,6524850298,6524713569,3065007421"
694750787,"3065007421,3065007422,3065007423,3065007424,3065007425,3065007426,3065007427,3065007428,3065007429,3065007430,3065007938,6572669719,3065007937,3065007933"
694760363,"6524925778,6524925780,2237261604"
694760364,"3514847496,5585953232,5585953238,5585953239,2613570504,2237261646,6038641383,6524917062,6524917059,3713759112,6524925778"
694765031,"6524982158,6524982156,2992135400,3578462157"
694765032,"3578462157,2992135402,6524982154,6524982152,2992135415"
694766579,"2992135415,2992135420,6524990379"
694766580,"6524990379,6524990381,3265873283"
694767611,"3065559065,6525008523,6038506972,6525036854,6525036846,2992135649,6525072915,1334169635,6525079806,2992135655,6525079803,6525079801,6525072911,6525079799,6038508393,6525380581,1334169919"
694767612,"3265873283,6524990383,2992135634,6525009319"
694767769,"2991011702,2991011701"
694768206,"6525016444,6525016443,6525016440,6525016442,2991011705"
694768221,"6524986721,6518482571,420249144,6524986719,6524986723"
694768222,"6524986723,6518482574,6524986722,6524986720,6524986721"
694772624,"3068686940,2990955341"
694772625,"2990955341,2990955344,2990955345,2990955348,2990955349"
694774374,"6525075797,6525075798"
694774375,"2093859468,6525047603,6040555872,2093859471,6525075797"
694774377,"6525075800,6525047605,2093859468"
694774378,"3068684729,3070253460,3070253463,3070253465,3070253468,6525047608,6040555870,6525075800"
694775627,"6525094805,6525094806,2093859479"
694775628,"6525075798,2093859473,6525075794,6040555879,2093859475,6525094812,2093859477,6525094809,6525094805"
694783655,"6525165060,6525165064,6525165061,6525165063,6525165050"
694800621,"6525317631,6525317630,6525317621,6525317623,6525317629,6525317619,6525317628,6525317627"
694802885,"5579319633,3048784638,6525551328,6158480024,6547817869,3048784637,6547817867,3048784636,3048784635,6158480001,6547815458,3048784634"
694802886,"1334204341,6524723055,6525306336,6525306334,1334208596,6525306332,6547828065,1334204427,6547828067,6547828070,1334204304"
694805608,"2992135658,6521491152"
694808614,"6525422579,420249565,6509742434,6335187425,6509742432,420249139,6525422581,6509742430"
694808615,"6509742430,6525422580,6525355442,6525355440,6525355443,6525355439,6525355441,6525422578"
694828358,"6521687983,3080245351,6521687980,5578716439"
694829083,"6525586819,2093859491,2990909245"
694829084,"2990909245,3068684717,2093859493,2988146951,3070080502,3070080501,3070080500,3070080503,3070080499"
694830395,"4791168346,6525604593,2988146967"
694830396,"6525604594,2988146956"
694830397,"2988146956,4791168346"
694832833,"3050578606,6509874561,6525628939,1333698781"
694832834,"2988146985,3050578592,3050578598,3050578606"
695025559,"2988146960,6528582408"
695025560,"6528582407,3070108204,2988146960"
695025562,"2988146967,6528582411,2988146960"
695026460,"2991011700,6528564581,6539256091,6530356438,6528564580,6539256092,2991183961"
695026461,"2991816818,6530432129,6528564584,6528564583,6530392749,6528564582"
695030266,"2990909265,6528618546,2988146958,6528628241"
695033474,"6528628241,6528628243,3068684702"
695033475,"6528683210,6528683211,3068684701"
695040104,"3068684701,6528699155,6543286479,6543254646,6528699153"
695040105,"3068684702,6528628240,6528683209,2988146949,6528683210"
695040552,"6528699153,2988146988,6308461406"
695049565,"6150108894,2237441366,6150108899,6513544616,6528759211"
695056239,"6528749812,6528749813,6528749816,6528835559,6528835549,6528835558,6528835556,6528835554,6529466753,6132815828"
695056240,"6132815832,6528749816"
695069296,"6528835553,6528835552,6528835551,6528835550,6528835559"
